username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
julesinheels,27,"Los Angeles, California",2019-07-31,FRIENDS,2019-07-19,5,Cute & Comfy,"Found a great deal on their website. This was my 2nd time staying here & love it because it's one of the few hotels in Solvang (most are motel style). The lobby always has a water setup and if you check the table sometimes 2 for 1 tasting cards. The rooms are spacious, and the bathrooms have his/hers sinks. 4 people can stay here and not feel like you're on top of each other. Love the throw pillows in the lobby :) cheers to pour decisions!",,,,,,,,ScottG3337,General Manager,2019-07-22,"julesinheels,

Cheers to Pour Decisions! Aren't those pillows so fun!
We are beyond grateful for the time you have taken to share your positive feedback with us. Thank you for your 5 star review! I'm thrilled to hear you had such a wonderful your experience with us! We do indeed have spacious guestrooms and I am glad you had plenty of room for you and the family. 
Again, thank you for your kind words. We look forward to giving you a 3rd warm welcome back very soon!",21
Ray3858,4,"San Francisco, California",2019-07-31,NONE,2019-07-18,5,Great place for an overnight stay if you want to break up your drive between SF/So Calif,"Second time staying at on our way back to SF. Hotel is just a 2 blocks away from the central part of Solvang but the town is very small and walkable. For the price, the accommodations couldn't be any better and the staff is very friendly. Nicely appointed and spacious nice rooms, great bathroom, free coffee (and it's good) and teas in the upper lobby, wifi  and ""free"" parking.  Don't know why you would choose to stay elsewhere. Can't wait to go back and load up on Danishes and pastries after a good night's sleep",,,,,,,,ScottG3337,General Manager,2019-07-19," Ray3858,

Thank you for returning for your second stay with us! Great to have you back! Thank you for taking the time to let us know how much you enjoyed your experience here at Hotel Corque! Your feedback is so important to us! We work very hard and take great pride in our excellent service. I am delighted that you enjoyed our location, guest rooms, and property amenities. Guests love our games and complimentary coffee. Come back soon for more Danish and visit #3!!! We look forward to having you back with us again!",9
Martin G,4,,2019-07-31,COUPLES,2019-07-14,5,Wow,"From the moment we walked in the lobby, we were greeted by Gaby, she was welcoming, friendly, helpful, it was my birthday and when we walked in the room, there was a birthday card and 4 small delicious cakes for me!!! I believe it starts from the top, Scott the manager is great and I have to mention Tom he went above and beyond to take care of us and made us feel like family, thank you Hotel Corque!!!

Martin & Shawnette",,,,,,,,ScottG3337,General Manager,2019-07-19,"Martin & Shawnette,

Thank you for your glowing 5 star review. We are delighted to know that you had such a nice time at Hotel Corque while visiting the Santa Ynez Valley for your birthday! It's fun to spoil our guests with our special amenities. Thank you for mentioning our the service provided by Tom and Abby at the Front Desk....aren't they awesome!  Details are how we have become such a well loved property! We look forward to having you back with us again soon! ",1
chuckyboomboom,8,"Los Angeles, California",2019-07-31,FAMILY,2019-07-14,5,"Great hotel, great restaurant","This hotel was listed as highly rated, and we were not disappointed.  The room was clean, and the décor and layout was first-class.  Bathroom had 2 separate sinks!  Big shower also.  The location is excellent, and the staff is top-notch.  The restaurant next door, Root 246, was great, we got an excellent waiter who was truly one of the best I can remember, and I'm pretty hard to please in that department.  All in all the accommodations and food service made for a great time during our stay in Solvang.",,,5.0,,5.0,5.0,,ScottG3337,General Manager,2019-07-19,"chuckyboomboom,

Awesome 5 star review! We love that you love us! Thank you for taking the time to let us know how much you enjoyed your experience here at Hotel Corque! Your feedback is so important to us! We work very hard and take great pride in our excellent service. I am delighted that you enjoyed our property amenities and luxury bathrooms. Thank you for also mentioning our popular restaurant Root246....what a special place. Our Chef Pink has created an approachable menu most guests love!!! We look forward to having you back with us for more fun soon!",2
PC Tripper,14,"Chicago, Illinois",2019-07-31,NONE,2019-07-07,4,Very nice boutique hotel!,"Of all the choices in Solvang, this one came out on top and we were not disappointed.  Different room styles and views to choose from made it worthwhile for us.  We had a treetop room with a partial view of the town and mountains in the distance.  The room was classic with modern touches.  Courteous service, very clean, and would be our choice when returning to the town.",,,,,,,,ScottG3337,General Manager,2019-07-08,"PCTripper,

Thank you for taking the time to leave your comments about Hotel Corque. We appreciate your feedback. I am delighted to know that you enjoyed your experience with us! The 'Treetop' rooms are very popular with our guests. I am so happy to know you found yourself at home here! If you like us know, just wait.... you will love us after our property remodel.  Thank you for your strong recommendation and we look forward to seeing you again very soon!",5
SCheng46855,196,"Warren, New Jersey",2019-07-31,FAMILY,2019-07-03,3,"Decent, not great","Stayed here for a few nights with family. We had a suite with 2 queen beds and a separate living area and one bath. Check in was quick and efficient. Our room was clean but a bit dated. At night the air conditioning noise was noticeably loud and annoying, waking us up several times. Whoever was staying overhead - we could hear them walking and running around late at night. Our room somehow didn’t get cleaned the second day even though we were out all day from 9:30-4 with the “ please clean” sign on the door. The hotel is in a convenient location in downtown Solvang and very walkable to area restaurants and shops.",,,,,,,,ScottG3337,General Manager,2019-07-04,"SCheng46855,

Thank you for your review. We certainly appreciate you talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive experience you had during your check-in experience. I am sorry that you were a bit disappointed with the design of your room and not receiving housekeeping service on your second day. For that I do apologize. I am however, very excited to let you know that we are planning a property-wide remodel. Everything from top to bottom is going to be redesigned and new. Its going to be awesome! New lobby, hallways and guestrooms. It was will be chic and very fun, I promise! We look forward to having you back the next time you are in the Santa Ynez Valley!",61
Anne R,133,"Quebec City, Canada",2019-05-31,FAMILY,2019-07-02,4,Nice hotel in a cute little town,"A stop in Solvang is a must when you drive the Californian road, and the best place to sleep is Hotel Corque. Location is perfect, walking distance to everything you may want to visit. Rooms are spacious and clean. It is a little on the pricey side, but for California i guess that would be a normal price.",,4.0,5.0,,,,5.0,ScottG3337,General Manager,2019-07-02,"travel0014,

Thank you very much for taking the time to leave your comments about your recent experience with us! I am delighted to know that you found our property while on your California road trip. Thank you for your compliments about our location. So close to city center, yet just of the path enough to enjoy peace and quiet when needed. A perfect place to relax! We look forward to seeing you again for another stay the next time you are in the Santa Ynez Valley!",91
Joan H,6,,2019-06-30,COUPLES,2019-07-01,5,Great Value!,This is the second time we have stayed at this hotel. It is by far the nicest hotel/room I have ever stayed in at this price point. The bathroom was so nicely designed with two separate sinks allowing for easy duel usage. I highly recommend this hotel.,"Third floor, hillside view (better than pool view)",,5.0,,5.0,,5.0,ScottG3337,General Manager,2019-07-02,"Joan H,

Awesome review! Thank you for taking the time to let us know how much you enjoyed your experience here at Hotel Corque! It was wonderful to have you back! Your feedback is so important to us! We work very hard and take great pride in our excellent service. I am delighted that you enjoyed our property amenities. Thank you for mentioning the guest bathrooms...our guests love our luxurious bathrooms with the dual vanities! Lots of space for everyone!  We look forward to having you back with us again!",0
mickeyvwontletmebe,10,,2018-08-31,COUPLES,2019-07-01,4,Beautiful bathroom,"The bathroom felt very luxurious, overall it was a nice hotel, close walking distance to the main streets with restaurants, wine tasting, and shopping.  Some areas could use more updating, but the decor was done nicely.",,,,,,,,ScottG3337,General Manager,2019-07-02,"mickeyvwontletmebe,

Wonderful review! Thank you! We certainly appreciate you talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. 
Speaking of updating....just wait until you see what we have planned for our property-wide refresh. Everything from top to bottom is going to be redesigned and new. Its going to be awesome! New lobby, hallways and guestrooms. Lots of fun and surprises coming very soon! We look forward to having you back the next time you are in the Santa Ynez Valley!",2
Milonguero23,134,,2019-06-30,COUPLES,2019-06-21,5,Classy and comfortable,"This hotel is good looking, classy, and very comfortable. The room was large and the bed was very comfortable. The lobby is attractive and begs you to take time to relax. It is on the edge of downtown with shops and restaurants, all within easy walking distance. Super nice!",,,5.0,,,5.0,5.0,ScottG3337,General Manager,2019-06-21,"Milonguero23,

Thank you for your thoughtful 5-star review! Your review is a wonderful compliment to us!  We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. We love to that you spent some time relaxing in our spacious lobby. It's a great place to play our games or catch up with friends. We look forward to having you back with us for another fun getaway!",73
James W,148,"Tuolumne, California",2019-06-30,COUPLES,2019-06-19,5,Enjoyable three night stop in Solvang.,Really a nice hotel.  We had an outside room but next time might opt for an interior room overlooking the pool they all have small decks with a couple of chairs.  Right at the edge of town so easy walk all over Solvang including to the GREAT small outdoor theater.,,,5.0,4.0,,,5.0,ScottG3337,General Manager,2019-06-19,"jimcelia,

Thank you for taking the time to let us know how much you loved your experience here at Hotel Corque! Your feedback is so important to us! We work very hard and take great pride in our property. I am delighted that you enjoyed our central location. We are close enough to the action and just far enough for our guests to enjoy a quiet atmosphere! The outdoor theatre has some wonderful shows....a great line-up this summer season. Yes, next visit, take advantage of our rooms and suites that overlook the pool area. They all have furniture to relax on and enjoy the fresh Santa Ynez air. We look very forward to having you back with us very soon!",62
jck164,20,"Atlanta, Georgia",2019-06-30,FAMILY,2019-06-15,5,A surprising find!,"From the minute I walked into this hotel, I could tell it would be special.  Employees held open the doors for us upon entry.  We had a room with two beds and the beds were very comfortable.  The bathtub was amazing--I typically never want to take a bath in a hotel but this looked so inviting, plus they provided bath salts for use.  The room had bathrobes, and we wore the robes down to the pool and hot tub.  If you want a poolside drink, you have to go into the lobby and order the drink, and a waiter will bring the drink out.  The hotel lobby was warm and inviting with a fireplace and board games. I would go back in a heartbeat!",Request a room with a bathtub--my aunt&#39;s room only had a shower.,,5.0,5.0,5.0,,,ScottG3337,General Manager,2019-06-19,"jck164,

Thank you for your glowing 5 star review. We are delighted to know that you had such a nice time at Hotel Corque while visiting the Santa Ynez Valley! Its fun to spoil our guests with our special amenities. Thank you for mentioning our the service provided by our staff....doesn't our team rock! I am happy that you took some time for yourself and enjoyed a bath and loved the pool area as well. Our guests love our bathrobes. What is it about a hotel bathrobe?!?! Details are how we have become such a well loved property! We look forward to having you back with us again soon! ",6
Clay56,131,"Austin, Texas",2019-06-30,FAMILY,2019-06-14,5,As good as it gets,"Staff: wonderful - couldn't do enough for us.
Location: walking distance to everything, but still quiet
Room: clean, roomy, in short - perfect
Amenities: you'll actually want to hang out in the lobby.",,,5.0,,5.0,,5.0,ScottG3337,General Manager,2019-06-19,"Clay56,

Well, what can we say.... Your subject line says it all!!! Thank you so much for your 5 out of 5 review! We appreciate your feedback, as we are on a mission to ever evolve our guest experiences and service here at Hotel Corque. Our guests love our quiet and relaxing property. I am happy to know how well you enjoyed our central and convenient location as well as our hotel amenities. I am glad we exceeded your expectations! We hope to see you again soon and have the opportunity to provide you with another positive and memorable stay.
Come back and visit us!",33
Clay,3,,2019-06-30,FAMILY,2019-06-14,5,Outstanding,"Great location, room was perfect, lots of cozy areas to sit, talk and drink wine (of course) - take your pick from by the fire or by yourselves. Plus, I can't say enough about how good the staff were. They went out of their way to make sure we had a pleasant stay. We would definitely stay here again.",Smile! Relax! You might be surprised at the results.,,5.0,,5.0,,5.0,ScottG3337,General Manager,2019-06-19,"ClayfromAustin,

Thank you so much for this awesome 5 star review. I'm ecstatic you had such a great stay and that you enjoyed our facilities and our staff so well. Our team works very hard to make all guests feel like a VIP. What can I say.... the team is pretty awesome! Our guests deserve the best! It's great to know you found some quiet places to unwind as well. We are looking forward to see you again soon!",0
Pioneer791694,2,,2019-06-30,COUPLES,2019-06-12,5,Such a nice place to stay!!,"We had a very relaxing time at Corque. After paying so much more on our trip for so much less, Corque was a dream come true. The room was very comfortable with easy access and all the ameneties one would need in wine country. The pool was a delight and the drinks were perfect. A big THANK YOU to the staff, from check in (easy. they even suggested parking the motorcycle near the front doors for security reasons) to the pool area staff (continually asked if we needed anything). We will recommend Hotel Corque to all our friends.",Anything above the first floor has great views.,,5.0,5.0,,,5.0,ScottG3337,General Manager,2019-06-12,"Pioneer791694,

Thank you for your glowing 5-star review! Calling your stay with us, ""A Dream Come True"" is the best compliment ever! Thank you for talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. We appreciate your positive comments about the team! Aren't they awesome?!? I am happy to know that the motorcycle parking arrangements worked so well for you. We look forward to having all your friends come for a visit and certainly look forward to having you back with us soon!",1
Lynda S,157,"Suisun City, California",2019-06-30,COUPLES,2019-06-09,4,Nice hotel,"Nice clean hotel. The check in was quick and the people were very nice. 
The room was clean and nice towels in the bathroom. 
We used the pool and spa. Very clean and great chairs with umbrellas. 
My complaint is the chair in the room at the desk was very worn and needed to be replaced. The carpets in the hallways need cleaning. 
I would go back and stay there. ",,,,,,,,ScottG3337,General Manager,2019-06-10,"75lyndas,

We certainly appreciate you talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. Thank you for your comments about our Housekeeping Services. They keep the property very clean and sparkly! I am sorry about the condition of your guestroom chair. Just so you are aware, we are in the middle of planning and designing a property-wide refresh. Everything from top to bottom is going to be redesigned and new. Its going to be awesome! New lobby, hallways and guestrooms. Lots of fun and surprises coming very soon! We look forward to your next visit!",84
Birdeepam,8,"Santa Clarita, California",2019-06-30,COUPLES,2019-06-08,5,The best by far!,"We love this hotel! Great staff, easy check in and out. Every detail in decor from lobby to our fabulous room is - simply put- just perfect. Can’t wait to return. Would not stay anywhere else in Solvang!!",,,,,,,,ScottG3337,General Manager,2019-06-10,"Birdeepam,

The title says it all! We love that you love us! Thank you for taking the time to let us know how much you enjoyed your experience here at Hotel Corque from the staff, our design, guest rooms to the services that we provide. We work very hard and take great pride in our excellent service. Our team focuses in on the details that our guests enjoy so much. We look forward to having you back with us again!",1
lisab4142014,171,"Linthicum Heights, Maryland",2019-06-30,FAMILY,2019-06-07,5,Great Hotel in a Very Cute Town,"This hotel has an outdoor heated pool with jacuzzi, robes to wear, on of the best bathrooms with very large shower and 2 sinks. Staff was nice.  Hotel is in town.  Go to Paula’s pAncake house for breakfast.  The restaurant next-door is farm to table a little pricey but very good",,,,,,,,ScottG3337,General Manager,2019-06-07,"lisab4142014,

Wonderful 5 star review! Thank you! We certainly appreciate you talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. If you love us now....just wait until you see what we have planned for our property-wide refresh. Everything from top to bottom is going to be redesigned and new. Its going to be awesome! New lobby, hallways and guestrooms. Lots of fun and surprises coming very soon! Your comments about our restaurant Root246 are also appreciated. Our farm-to-table menu is becoming a favorite. Next time, try the Legit Fried Chicken. Its amazing!
We look forward to having you back the next time you are in the Santa Ynez Valley!",35
rebav1,16,"Fort Lauderdale, Florida",2019-05-31,FAMILY,2019-06-04,5,The nicest people,"This hotel was great!  The people were so nice and helpful!  The atmosphere was warm and welcoming! We loved the games in the lobby, and the coffee and hot chocolate too!  

Tom at the front desk was so helpful and patient.  He helped me with directions to a wedding venue. Plus, he gave me a map with a “Sweet Teat Trail!” 

While I loved this hotel, please be aware the small town of Solvang itself closes at six PM.  So if you’re visiting, and your plane is late you have very limited options! Especially if your in town with your kids.",,,,,,,,ScottG3337,General Manager,2019-06-05,"rebav1,

Awesome review! We love that you love us! Thank you for taking the time to let us know how much you enjoyed your experience here at Hotel Corque! Your feedback is so important to us! We work very hard and take great pride in our excellent service. I am delighted that you enjoyed our property amenities. Guests love our games and refreshment area. Thank you for mentioning Tom at the Front Desk....isn't he awesome!!! Our team focuses in on the details that our guests enjoy so much. We look forward to having you back with us again!",0
travelfiend_30,190,"Owaka, New Zealand",2019-06-30,COUPLES,2019-06-04,5,Nice hotel for a good price,"Enjoyed our stay at this hotel. Clean, nice rooms, good service, nice food in the Root 246 restaurant. Hot tub wasn't bad. All in all a great experience.

The town is a bit touristy, but still worth a visit.",,,5.0,,5.0,,5.0,ScottG3337,General Manager,2019-06-05,"travelfiend_30,

Wonderful 5-star review! Thank you! We certainly appreciate you talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. Thank you for mentioning your meal at Root246, it's a treat that many guests enjoy. On your next visit, the fried chicken is a must! We look forward to having you back the next time you are in the Santa Ynez Valley! ",216
FGC,98,"Hamburg, Germany",2019-05-31,COUPLES,2019-05-29,4,Nice hotel and perfectly located to explore the area,"It is a good and comfortable hotel, with nice staff. Just looks a little bit outdated in some areas.  Everything went well and they have an excellent restaurant next to it.  We stayed here for 1 night on our Pacific Coast Highway road trip.  Excellent base to explore surrounding areas and wineries.",,,5.0,5.0,,4.0,,ScottG3337,General Manager,2019-05-30,"fgrajal,

Thank you for taking the time to leave your comments about Hotel Corque and our restaurant, Root246. We really appreciate your feedback. I am delighted to know that you enjoyed your experience with us! Its a fun mix to have a modern hotel in the middle of our Danish town. Did you know that within about 5 miles of our property, we have approximately 50 wineries and tasting rooms!
In regards to your comments about being a bit outdated.... Great news! We are currently working with some Rock Star designers that will recreate and refresh our boutique property to something amazing. New colors, new feel. Its going to be awesome! Looking to complete our model room soon. Come back and I will show you around! We look forward to seeing you again very soon!",75
RhooseTraveller,157,"Cardiff, United Kingdom",2019-05-31,FRIENDS,2019-05-28,5,Great stopover on Pacific Coast Highway trip,"We chose Solvang on our Highway 1 drive which is only a little detour off the main coast road. It is a pretty little ""Danish"" town, albeit with lots of ""Dutch"" windmills and clogs! The Corque is just off the main village centre and all the wine tasting rooms and restaurants are in easy walking distance. Very friendly staff and good quality accommodation. There is a lovely pool and the weather tends to be a little better than on the coast. No breakfast (though tea/coffee was available outside the room) but there are lots of bakeries to sample the local Danish pastries. We got room service from the hotel's next door restaurant, Root 246 which was excellent and arrived very promptly. Hotel was also fantastic value as we were staying midweek.",,,5.0,,5.0,,,ScottG3337,General Manager,2019-05-28,"SBLavin,

We love your 5-star review! Thank you for talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. Thank you for your positive comments about the team! Aren't they awesome?!? I hope that you got to spend some time poolside relaxing. If not, there's always next time! The room service you mentioned is also available by the pool if you want to dine outdoors! What can I say....we aim to please!
We look forward to having you back with us soon!",103
98199cf,51,California,2019-05-31,FRIENDS,2019-05-22,4,Lovely place to stay,Rooms are beautifully decorated.  Large bathroom with 2 sinks.  Walking distance to everything and shuttle bus to casino.  Coffee available or on 2nd floor.  Nice seating areas on 2nd floor w/booths overlooking street.  This was really appreciated so that a group of friends did not have to all cram into one persons room w/limited seating.  Will definitely come back!,,,,,,,,ScottG3337,General Manager,2019-05-23,"98199cf,

Wonderful review! Thank you! We certainly appreciate you talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. If you love us now....just wait until you see what we have planned for our property-wide refresh. Everything from top to bottom is going to be redesigned and new. Its going to be awesome! New lobby, hallways and guestrooms. Lots of fun and surprises coming very soon! We look forward to having you back the next time you are in the Santa Ynez Valley! ",21
K755ODjudys,17,,2019-03-31,NONE,2019-05-07,5,Girls weekend,"Love Hotel Corque, we have stayed there 2 times now. Will be going back for a third time. Great location, staff is so nice. They are so helpful and friendly. Our rooms were ready when we arrived.  A great place to stay in Solvang.",,,,,,,,ScottG3337,General Manager,2019-05-07,"K755ODjudys,

Girls Weekend....watch out!!!! Thank you for taking the time to leave your comments about Hotel Corque. We really appreciate your feedback. I am delighted to know that you and your group enjoyed your experience with us, and your comments about the staff were awesome! Thank you for your strong recommendation, and we look forward to seeing you again very soon!",2
Susan G,29,"Madison, Wisconsin",2019-05-31,COUPLES,2019-05-06,5,Outstanding Visit,"This was our third trip to Solvang and our first stay at the Hotel Corque. The hotel was impeccably kept, the rooms were nicely appointed and very clean. The pool area was lovely and even though they don’t have a bar in house they were able to serve us poolside from nearby Root 246. The staff was exceptional, from the check in to the back of the house room staff. We chatted with the Manager poolside and shared with him that we were celebrating our 30th wedding Anniversary and by the time we got back  to our room we had a lovely card and a plate of delicious petite cakes. We will definitely return! ",,,,,,,,ScottG3337,General Manager,2019-05-06,"F9781WOsusang,

Thank you for your 5-star review and Happy Anniversary!!! 30 years, Amazing! Thank you for talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. We love to spoil our guests who are celebrating something special. Your review is a wonderful compliment to us! We are thrilled to know what a great time you had. We look forward to having you back with us for another fun getaway!",4
Laurel M,1,,2019-05-31,COUPLES,2019-05-03,5,"Super friendly, very accommodating staff. Great location if you love to walk around small towns and enjoy shops, wine ta",The room is nice really pretty grey barn wood type flooring. Full tea and coffee service in the upstairs atrium. The view of the pool with the sound of the waterfall was sweet. Again I love the staff.,With in walking distance to whatever you might like to do.,,,,,,,ScottG3337,General Manager,2019-05-06,"Laurel M.,

Thank you so much for this awesome review. I'm ecstatic you had such a great stay, and that you enjoyed our facilities and our staff so well. Our team works very hard to keep the property looking and feeling fresh. As a matter of fact... the flooring that you commented on is brand new, and we will be installing the new floor property-wide along with our renovation. Its going to make the property even more awesome! It's great to know how you enjoyed our service and staff too. 
We are looking forward to see you again soon!",0
Go791442,6,,2019-04-30,FAMILY,2019-04-30,2,"Getting locked in the bathroom is not of concern, or not unusual","My sister and I stayed here last week (April 2019).  Check-in was generally neutral - not particularly welcoming.  Room was ok, but not what I'd consider updated.  Worn carpet, wall behind beds shows where previous headboard was (not painted recently),  but after my sister got locked in the bathroom, we noticed it appeared that someone had previously tried to pry it open (a painted-over gouge in the door).  So when they claim the place is a ""premier boutique hotel"" - uhhh, I guess that can mean a lot of things?  Fortunately I was in the room when she got locked in the bathroom by a defective latch.  Called front desk - they didn't seem too concerned, and didn't sound surprised, but sent a repairman to the room.  He came in with a screw driver in hand - he knew exactly what had happened, did not apologize, but told us she must have shut the door too hard? Seriously?  So we bought a screwdriver (in case it happened again), and tried to recreate the situation - shutting door forcefully, etc.  Couldn't do it.  So not sure what is going on there, but on checkout, I waited patiently for the young clerk to ask us about our stay - of course she didn't.  So I questioned her whether she'd ever heard of anyone getting locked in the bathrooms.  She quietly said ""a few times"".  WHAT????  So they knew, didn't care, didn't apologize. In fact, she was quite offended that I questioned her on that. What if I hadn't been there, or a child had been locked in and terrified?  Oops - guess that's ok with this hotel.  Never going back, disgusted by the lack of concern for guests.  Two stars because it wasn't horrible, reasonably priced - but I guess you truly get what you pay for.  Just bring a screwdriver, and if the slot in the screw on the room side of the bathroom door is horizontal, turn it to vertical to allow the bathroom door to open!  I'm sure there're a few other peculiarities of the place, but I'll let others discover those.",,3.0,1.0,,,,3.0,,,,,4
Del,2,"Buena Park, California",2019-04-30,BUSINESS,2019-04-08,5,Hotel Staff and Management Top Notch,"I have recently travelled to Solvang on a few occasions on business. In my last 2 visits, I choose Hotel Corque to stay overnight.

On the first stay, I choose this location because of its proximity to my meeting location, photos and reviews. From the start of arrival, my experience with the hotel staff was much more than that. It was everything personal. The welcoming and warm vibes from Yasbel and management were above par. The staff were extremely busy but extremely patient and detailed with myself and the interactions I observed with other guest. 

During this stay, I ran into some dissatisfaction with service received by the associated restaurant next door. Instead of talking about those specifics, it’s more important that I share how the hotel handled it: with professionalism, dignity, and integrity insuring the matter was shared with staff to improve my overall experience. Yasbel was a key part of this, apologetic and sharing what is expected of each member of staff. Yasbel asked that we try another visit to Hotel Corque should we visit Solvang again and in doing so, she would insure that our stay was improved.

Approximately 1 week later, I returned for another business trip. To my surprise and without no advanced notice to her, Yasbel remember me and made a point to follow up with results from my previous concerns. This included taking an interest in my meeting itinerary. More specifically, Yasbel provided a morning wake up call the morning of my meeting and insured I had enough time to eat breakfast before my big day.

This is truly an exceptional business practice rarely seen to insure guest have a more enjoyable experience.

In addition to this, during both stays, Yasbel offered many suggestions on places to visit and activities. There is no doubt that I returned to Hotel Corque because of the service provided by Yasbel.

The hotel management overall takes a lot of pride in the quality of service they provide to their customers. And customer feedback is clearly taken very serious.",,,,,,,,ScottG3337,General Manager,2019-04-15,"Harbingerhorizon,

We love your 5-star review! Thank you very much for taking the time to share your experiences at Hotel Corque.  We are delighted that you had such a wonderful time with us and thank you for your feedback on our hotel team and the service that we provide. Also, thank you for mentioning Yasbel in your review. Isn't she awesome?!?!  Yasbel takes her interactions with guests very personally and makes all guests fell like VIPS. She provides the top notch service that Hotel Corque is known for. 
We look forward to having you back with us, and hope you visit again soon!. ",1
joe1968,2198,"Ulm, Germany",2019-03-31,COUPLES,2019-04-07,5,"exceptional hotel, in village center, free parking and nice rooms","Perfect spot in this tourist town (crowed on weekend, why hotel rate rise a lot!!), you can walk to all ""attractions"", leave you car on the free parking lot. Pool and Jacuzzi are great to relax

There is free coffee in the morning, just buy something from the nearby Danish bakeries and bring in.

Recommended during the week (Sun-Wed), bit overpriced for weekends (tripple rates)",the cheapest rooms are under the roof but no problem,,4.0,,5.0,5.0,,ScottG3337,General Manager,2019-04-08,"joe1968,

Awesome review! Thank you for taking the time to let us know how much you loved your experience here at Hotel Corque! Your feedback is so important to us! We work very hard and take great pride in our excellent service. I am delighted that you enjoyed our property amenities and got to take advantage of our pool and spa to relax! Indeed it was a very busy weekend in the city. Our location does allow for a short walk from the action, but also just out of the main area for some quite peacefulness. A perfect combination!

We look forward to having you back with us again!",497
Greekartist,109,"Ojai, California",2019-03-31,COUPLES,2019-03-24,3,An average hotel with a luxury hotel price,"We went to Solvang for the weekend and wanted to stay in an above-average place. We usually stay at other places that cost about 1/2 the amount of Hotel Corque.
Hotel Corque was a disappointment. It probably didn’t help that our room was on a hallway that was connected to lobby and back door - a lot of foot traffic. Also, our refrigerator was so noisy that we had to unplug it Unfortunately we also then heard everyone else’s refrigerator. (Not sure why - this is the first time this has ever happened to us.)
The front desk people were very nice and professional But. Will I go back again ? I doubt it. There’s too many other places to stay.",,,,,,,,ScottG3337,General Manager,2019-03-27,"Greekartist,

Thank you for offering your candid feedback on your recent visit to Hotel Corque. I am very disappointed to understand that the location of your room was not to your liking. Also, to have a noisy refrigerator in the room can be distracting and annoying. I would not be happy if that happened to me. It's never a positive experience to travel just find that your room is not what was expected. I am very sorry this happened. We make a point and go out of our way to ensure that all guests are taken care of. 
That said, I would like the opportunity to rectify this situation for you. I am confident that we can make this right for you as we would love to have you back. Kindly contact me at scott.gold@hotelcorque.com or call me directly at 805-686-8657 and I will personally ensure that you are well taken care of. I look forward to your communication and will handle this for you ASAP. Thank you again, Scott",68
Alex Brogan,42,"London, United Kingdom",2019-03-31,COUPLES,2019-03-24,5,Great hotel,"The hotel is ideally situated in Solvang, with ample parking. The staff were very friendly, and the hotel was very clean and comfortable. The free coffee, tea, and hot chocolate available at all times was very good. 

Overall, a good hotel and well worth a stay.",,,5.0,5.0,5.0,,,ScottG3337,General Manager,2019-03-27,"Brogana,

Wonderful 5-star review! Thank you! We certainly appreciate you talking the time to leave comments about your recent visit to Hotel Corque! We are delighted to know what a positive and wonderful time you had with us while visiting Solvang. We look forward to having you back the next time you are in the Santa Ynez Valley! ",57
Tonylikestravel,235,"Tucson, Arizona",2019-03-31,COUPLES,2019-03-21,5,Perfection ,"I could not have asked or wanted anything more from a hotel.  Quiet, modern, with a comfortable bed.  Updated property with very friendly and helpful staff.  Bathroom is modern with a double sink and a modern walk-in shower with soft water and newer fixtures.  Soft towels and robes. Balcony style French doors.  Perfect.  I hope to return and spend more time in this quaint town of Solvang.  ",,,,,,,,ScottG3337,General Manager,2019-03-21,"Tonylikestravel,

If there was ever a perfect review, this is it! Thank you very much for your feedback and the sparkly 5-star review! I am so happy to know that we exceeded your expectations on your recent visit with us. It's great to know that the guestroom and the luxury amenities we offer all worked for you. Those robes?!?! So comfy! We do also work very hard to ensure our guests are spoiled with our personalized service. 
Please come back soon for another Perfect stay with us!",50
Alba F,67,"Los Angeles, California",2019-03-31,COUPLES,2019-03-16,5,One Day Very Needed Getaway,After some worrisome medical on my husband & his unknowingly taking weekend off we get here and am told reservation was 4 yesterday. Tom had Catilina assist & this angel made sure we got a room.  Above & Beyond!!,,,,,,,,ScottG3337,General Manager,2019-03-19,"56albaf,

Thank you for your 5-star review! We appreciate you for taking the time to let us know about your recent experience with us. We take great pride in offering a very high level of guest service, so I am happy to know you were pleased with the service provided by Tom and Catilina! Aren't they awesome!!! It's our service that keeps our guests coming back again and again.
Thank you again and we certainly look forward to seeing you again soon!",32
