username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
600wilma,4,"East Maitland, Australia",2019-12-31,FAMILY,2019-12-17,5,"Great location, clean and comfortable hotel","Very clean, comfortable hotel located right near Disneyland.Our family really enjoyed the convenience of being able to walk five minutes to enter Disneyland. A good range of cafes and restaurants all close b.",,4.0,5.0,5.0,5.0,5.0,5.0,HojoAnaheimStaff,Reservationist,2019-12-17,Thank you for taking the time to review you recent stay with us! We are so excited to hear that you and your family loved the convenient walk over to Disneyland as well as all of the close restaurants to our property. We hope to see you again soon during your next trip over to Disney. ,8
W1468QKmargaretd,1,"Christchurch, New Zealand",2019-12-31,SOLO,2019-12-15,5,Fantastic stay at Howard Johnson Anaheim,"This property is in a great location with regards to going to and from Disneyland and the ART bus stop right outside  and some of the rooms in Building 1 faces Disneyland ( where my room was ) and I was able to enjoy the whole Disney firework everynight from my balcony.  The staff were very helpful and room was fresh, clean and has all the conveniences. Love the on site convenience store which sells some Disney's souvenirs at cheaper price and things like fruits, drinks etc. ",,5.0,5.0,5.0,5.0,5.0,5.0,HojoAnaheimStaff,Reservatuionist ,2019-12-16,Thank you for reviewing your most recent stay with us! We are so thrilled to hear that you enjoyed all of the amenities on our property. It's great to see that you and your family were able to watch the fireworks from your balcony throughout your vacation. We love hearing such uplifting words about our staff and how well they treated you during your stay here at Howard Johnson's. We hope to see you again soon during your next trip over to Disneyland. ,3
amandaltrede,10,"San Luis Obispo, California",2019-12-31,FAMILY,2019-12-14,5,Wonderful experience,"This hotel was clean, staff was friendly, and it was a super quick walk to Disneyland. It is in the pricier side, but parking is free! The waterpark is a nice backup plan if Disneyland is too crowded. Overall, we felt the value was worth it.",,4.0,5.0,5.0,5.0,5.0,5.0,HojoAnaheimStaff,Reservationist,2019-12-16,"Thank you for taking the time to review you recent stay with us! We are so happy to see that you enjoyed our Waterpark & Playground area as a relaxation from the busy parks as well as the quick walk over to Disneyland. as we do strive for 5, it's great to see that our staff was friendly during your stay. We hope to see you again during your next vacation to Disney. ",11
Jonathan V,1,,2019-12-31,FAMILY,2019-12-12,5,Great place to stay,"My family and i have been coming here for years, and over the years it has gotten better. The rooms are nice and always clean, and for some reason not the house cleaning team is there for you. Management is great especially Rick Front Desk Manager, amazing guy will take care of you with great customer service. He made our last stay the best over the years. Thanks Rick. ",Super clean,,,,,,,HojoAnaheimStaff,Reservtionist,2019-12-13,Thank you for taking the time to write a review about your most recent stay with us! We are so excited to see that Rick was more than accommodating during your vacation and provided great customer service. We look forward to seeing you and your family again during your next vacation!,2
thebrewerss,7,,2019-12-31,COUPLES,2019-12-12,5,Wonderful experience,"We have just checked out from the most wonderful stay at the Hojo. 

THE ROOM 
We got upgraded to one of the beautiful remodelled rooms in building one. We had two double beds. The room had a lovely bright decor with a sweet table setting for breakfasts and lunches. The room had a view of Disney and the castaway cove area. We have not stayed in the other room types this was our first stay at this hotel but we would definitely recommend it. 

It was kept very very clean by the cleaning staff. 

THE LOCATION 
The location was amazing and we found it amazing to be able to avoid the shuttles and walk to and from the park each day and it was so quick. 

THE STAFF 
We found the staff that we interacted with were very nice and helpful. We especially appreciated Rick and Samantha who checked us in and out. The hotel was extremely accomodating allowing us to arrive well before the 4pm check in and gave us an upgraded room detailed above. 

OTHER TIPS: 
The rooms have both a microwave and a mini fridge which makes it easy to cut the cost of dining. We ordered groceries and had them delivered to the hotel there is also a short Walmart. The gift shop also has a number of snacks, cereals, basics like bread, butter and milk. This meant we cut the costs of breakfast and lunch by making it in the room. 

We also recommend Mimi’s across the street for an easy family restaurant experience. The map the hotel gives you has a good coupon in it.

We enjoyed it so much we are planning another trip.",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-13,"Thank you so much for taking the time to review your recent stay with us. Wow! We are so happy to see all of these amazing comments about our hotel.

We are so glad to hear that our staff members went above and beyond during your vacation, as we do strive for 5, it's great to see that they were helpful and accommodating throughout your stay. 

We are also so thrilled that you enjoyed all of our close amenities to our property, such as Walmart, which allowed you and your family to make for a less expensive meal plan.

We cannot wait for you to book your second trip with us here at Howard Johnsons and look forward to being able to host you for your next Disneyland vacation! 
",15
134eagle,1,,2019-12-31,COUPLES,2019-12-11,5,Great Xmas 1 day visit,Building 1 is always the most desirable and easy to enter and leave to the park. Mimi's cafe is always a a great value as long as you sign up for their eclub. Free entree with purchase with  2 base drinks and theynw give you free to go cups of whatever your having.,,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-12,"Thank you for taking the time to review your stay with us! We are so glad to see that you loved all of the close amenities within walking distance from our hotel as well as the discounts that Mimi's Café provides for an easy breakfast, lunch or dinner. We hope to see you again when booking your next vacation to the Anaheim area. ",3
alexanderbennett100,1,,2019-12-31,COUPLES,2019-12-11,5,Whirlwind trip,"Plenty of space, lovely little balcony for fresh air. Quiet at night. Comfortable beds, good water pressure, plenty of hot water. Good laundry equipment. Friendly and helpful staff. Awesome coffee machine! ",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-12,Thank you for taking the time to review your vacation here at Howard Johnsons. We are so delighted to see that you were able to make use of all of our great amenities that we offer on our property. It's great to see that our staff was friendly and helpful throughout your vacation! We hope to see you and your family again during your next trip over to Disneyland. ,2
vlmedeiros68,1,,2019-11-30,FAMILY,2019-12-11,5,Family loved the accommodations,"Loved the closeness to park, eateries, and use of water play ground.Great rooms with ample space. My kids loved using the WIFI for their devices. Loved having the availability of a washer and dryer.Overall it was a great family trip.",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-11,"Yay! Thank you for taking the time to write a review regarding all of the amenities you and your family adored during your most recent stay with us. We are so excited to see that your kids loved using the free WIFI to connect to their devices, as well as the Waterpark & Playground area and all of the close restaurants on the way to Disneyland. We hope to see you again during your next trip over to Disney. ",2
RoJay2028,1,"Vacaville, California",2019-12-31,FAMILY,2019-12-11,4,Usually our favorite hotel while at Disneyland,"We go to Disneyland every other month and we love staying at this hotel. The front desk is amazing and always so helpful. The housekeeping is wonderful and very friendly. The rooms are spacious and always immaculately clean. Our family absolutely loves this hotel. However, this last stay we had an issue with staff on the water playground that left a bad taste in our mouth. The main reason we stay at this hotel is for the water park. My four kids love being out there rain or shine. Our youngest child is slightly autistic and has speech delays. She doesn't like the feel of swimwear, so she normally wears a shirt and a swim diaper to the pool. Prior to taking her to the water playground we checked with staff at the front desk to assure this would be acceptable, and also fully read the rules of the playground which stated younger children must have a swim diaper or plastic pants. We were assured that her swim diaper and a shirt was acceptable and she would have no issues. However, when took the baby to the water playground the next afternoon, we were approached by the water playground attendant about 10-15 minutes after the baby had gotten in the water and started playing and informed me that my child was not wearing proper swimwear and we would need to leave the water playground and go to the front desk or gift shop to obtain plastic pants for the child. We informed the staff member that the front desk assured us that the baby's outfit was acceptable, but I ended up having to pull my child out of the water screaming, kicking, crying, wrap her in a towel, and take her to the front office full of people dripping wet and screaming bloody murder to get a pair of plastic pants that looks similar to a grocery bag. We put the plastic pants on the baby who continued to pull them off or it would get filled with water and fall off. We eventually just left and let the baby play in the bathtub instead. It was a very disheartening experience, especially since we checked multiple times before entering the water park to assure we wouldn't have any issues. Our family already has 2 future trips and multiple rooms booked with this hotel for next year, but after our experience we will most likely cancel and book rooms with the Courtyard Marriott across the street. We stayed with them over the summer, as the HoJo was fully booked, and the staff at the Marriott where very friendly, helpful, and accommodating with our child's circumstances.",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-12,"Thank you for taking the time to review your most recent stay with us! We are so sorry to hear that our staff did not give you the correct information needed before entering the Waterpark & Playground area. As we do train all of our staff to follow specific procedures, we will make sure to speak with our Front Desk Management Team regarding this miscommunication. 

We are so happy to see that you and your family are repeating guests here at Howard Johnsons. As we hand out the Waterpark Rules upon check-in, with the orange wristbands, we also ask our Front Desk Team to inform all of our guests with children in diapers that they must wear a plastic swim diaper on top of the regular swim diaper. We do enforce this rule as much as possible, as it is not labeled in our Waterpark Rules sheet, to prevent Code Browns (stool in the water) which lead to pool closures. 

We hope to have you and your family back at our hotel to provide excellent service during your next vacation here at our Waterpark & Playground area. 

",3
michaelmac0214,1,"Santa Clara, California",2019-12-31,FAMILY,2019-12-11,5,Close walk,"Great place for family close to Disneyland 
A lot of things near by don’t have to drive any where. It’s right by the freeway but you can’t here anything with your windows and doors closed overall great.",65 degrees in winter is good temp ,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-11,"Thank you for taking the time to review your most recent stay with us! We are so glad to see that you and your family enjoyed your quiet room, as well as all of the close amenities within walking distance from our hotel. We hope that you return to our Howard Johnson's when booking your next family vacation. ",2
jpow2016,6,"Billings, Montana",2019-12-31,FAMILY,2019-12-11,5,Great overall,Experience was great overall. Great attention given to kids. Room was very clean and nice sized. Walking distance to Disneyland with a few places to eat in between. Staff were accommodating and cheerful.,,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-11,"Thank you for taking the time to review your most recent stay with us. We are so excited to see that our staff provided great service to you and your family while staying here at the Howard Johnson. Thank you for complimenting our clean rooms, we will make sure to pass this on to our Housekeeping Management Team. We are also thrilled to hear that you loved our close amenities to the hotel and entrance of Disneyland. We hope to see you again when booking your next vacation to Disney. ",4
Cierra,2,,2019-12-31,FAMILY,2019-12-10,5,Great Location and wonderful room,"My family and I absolutely love this hotel! It’s only a quick 7 minute walk from the hotel to the Disneyland gate. We’re annual pass holders and try to get as much park time as possible and without the hassle of finding parking and walking even further makes this the best hotel for us. It’s also nice if we need a mid day break, we can walk back and rest and not feel like we’re wasting time. We had a room in the recently renovated building with a city view. City view meaning freeway but you couldn’t hear all the cars speeding past which was wonderful. The room was very clean and the staff was wonderful and very welcoming, check in took less than 5 minutes. We didn’t use the water park or pool but it seemed great for families with multiple days there to utilize for a relaxed day. We were very happy with our recent stay and can’t wait to return!!",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-11,Yay! We are so thrilled to see that you had an amazing time at our hotel. It's great to hear that you enjoyed the convenient walk over to Disneyland and the city view from our most recently renovated building on our property. We appreciate you taking the time to review our staff that provided excellent service and was quick at getting you and your family checked into your room. We hope to see you again soon when booking your next Disney vacation. ,4
panellax4,1,,2019-12-31,FAMILY,2019-12-09,4,Disneyland vacation,"Disneyland vacation . Room was perfect but we had a cold shower our entire stay. They tried to fix it but never solved the problem over a 5 day stay. It really was a bummer as our kids refused taking cold showers. Never gave us a new room or chance to move. Sink water hot, shower cold so there is a bit of a cold feeling for wanting to stay here for our next trip. ",,4.0,4.0,5.0,5.0,5.0,5.0,HojoAnaheimStaff,Reservationist,2019-12-11,"Thank you for taking the time to review your most recent stay with us! We are so sorry to see that our Front Desk Staff did not go above and beyond to accommodate another room for your five day stay or an extra shower to use as a temporary fix. We hope to provide excellent service, when booking with us, for your next trip over to Disneyland. ",2
paliloa,3,"Oakland, California",2019-12-31,FAMILY,2019-12-08,5,Great location and friendly service,"The location was perfect for my family of 4.  We stayed 3 nights.  We were greeted by Giselle upon checkin and she was absolutely the best throughout our stay.  Our original room in building 4 (old building, but decent) had some problems, a bit inconvenient but the the next morning they upgraded us to Building 1 (renovated room).  The front staff was so gracious, held our things and even refrigerated items, gave my sons balloons and were so accommodating.  It was definitely an upgrade in Building 1 and we had the view of the park and fireworks from our room.  Others said the walk took 10 minutes, but it felt much closer, you are across the street (facing the Matterhorn).  The hotel doesn’t serve breakfast but Panera and McDonald’s is along the way to the park.  A plus because I got to get my morning coffee and breakfast sandwiches and even a late night snack on the way back.

We didn’t use the water park because we spent all our available time at Disney but many kids did even in the rain.  

Parking was included in our package and not an issue.  I will definitely staying here again",,,,,,,,HojoAnaheimStaff,Reservationist ,2019-12-09,"Yay! We are so happy to see that you had an amazing stay with us. As we do strive for 5, it's great to hear that our staff went above and beyond to accommodate your inconveniences in Building 4. We are so happy to hear that you and your family enjoyed all of the amenities close to the hotel and the short walk to the entrance of the park. We cannot wait for you and your family to return for your next trip over to Disneyland. ",5
apauliuk2019,1,,2019-11-30,FAMILY,2019-12-05,5,Excellent Hotel & Staff,"Top notch accommodations and great friendly Staff, very close to the main gates to Downtown Disneyland, close proximity to great Restaurants PF Changs and Cheesecake Factory, will definitely be staying there again AAAA+++",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,"Thank you so much for your kind words! We are so glad to hear that our staff was friendly and accommodating, as we do strive for 5, we appreciate the 5 star review and are so excited to hear that you and your family will be returning to our hotel for your next vacation. ",2
rubys864,1,"Apple Valley, California",2019-11-30,FAMILY,2019-12-04,4,Great hotel for the value!,"Wonderful hotel !  The amenities are complete.
I love its proximity to Disneyland !
The staff are friendly and easy to talk to. Prompt and great service !
We will definitely keep on coming back everytime we have to go to this area. ",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,Wow! We are so grateful to hear that you plan on coming back to our hotel every time you are in the Anaheim area. Thank you for taking the time to write a review about your enjoyable walk to Disneyland and how friendly our staff was during your stay. We are so happy to hear that they were easy to talk to and offered you great service. We look forward to having you back to our property for more memories in the future. ,2
Glynspsa,6,,2019-11-30,BUSINESS,2019-12-04,5,Great stay,Great location on south Harbor across the street from tomorrow land. Great comfortable beds. Well mannered and informed staff. Fine on site store and great water pressure. Fun water park for the young children. ,,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,"Yay! Thank you for taking the time to rate and review your most recent stay with us. We love hearing about all of our guests experiences here at Howard Johnson's and are so happy to see that you enjoyed our comfortable beds, fun water park & playground and that our staff was well mannered. Happy Holidays to you and your family, we hope to see you for your next vacation. ",13
Hilary A,10,,2019-11-30,FAMILY,2019-12-04,2,Dated and Distant,"Hotel was within walking distance of Disneyland main entrance, but only just barely. It’s the farthest hotel from Disneyland on the street. It’s an awfully long walk at the end of a long day at the parks, especially for kids. 

I don’t know about the rest of the place, but the building we were in had no elevator and very dated rooms. The bathroom had a commercial-style bar flush handle toilet and was very uncomfortably situated. The air/heating system was loud and slow to engage. The rollaway bed cost and additional $15 per night, which wasn’t disclosed when the room was booked, but since we had five people staying, we didn’t have an option but to use it. 

I’ve stayed at several other hotels on this street and would recommend any of them before this one. The price was fairly comparable to the others but they all have nicer rooms and are closer to the parks. ",,2.0,3.0,2.0,2.0,2.0,3.0,HojoAnaheimStaff,Reservationist,2019-12-06,"Thank you for taking the time to review your stay with us here at Howard Johnson's. We are so sorry to hear that your walk back to our hotel at the end of the day was not enjoyable. We do offer a shuttle, called the ART bus, run by the city of Anaheim. These shuttles pick up guests that would like to be taken to the entrance of Disneyland, or brought back to the hotel, for a charge of $6.00 per adult and $2.50 per child ages 3-9. 

We truly apologize for the lack of communication about the additional charge for the Rollaway Bed. We train all our staff members to inform our guests about the charge, but if our staff fails to do so, there is also an orange tag placed on all of the Rollaway Beds that states the additional fee of usage as well as a sign that is placed behind all of our room doors. 

We have big changes approaching our hotel in April of 2020 and will be sure to share your comments with our management team. At the moment we are currently renovating our Building 2 in the back of our property as well as our Garden Pool. Once these rooms are open in the Spring we will have a lot more options open to all of our guests. We hope you decide to give us another try and allow us the opportunity to serve you better. ",27
Go47060728085,1,,2019-11-30,FRIENDS,2019-12-04,5,Great Hotel for Disney Trip!,"I won a stay here in an Instagram contest, and was so pleasantly surprised with the room and facility. The staff even let me park at the hotel early before check in. The beds were very comfortable and the room and bathroom were very clean. Walking distance to food and the front of the park as well. ",,5.0,5.0,5.0,5.0,5.0,5.0,HojoAnaheimStaff,Reservationist,2019-12-06,Thank you so much for your positive words! We are so excited to hear that you loved our comfortable beds and all of our easily accessible amenities in the area. One thing we always strive for is 5 so we appreciate your 5 star review and hope to see you again during your next trip to Disneyland! ,2
lisapatelnz,2,,2019-11-30,FAMILY,2019-12-03,5,Great stay,"Highly Recommend this hotel, nice and close to Disneyland, just a 5-10min walk and great waterpark for the the little ones to enjoy.
Room was well maintained and cleaned throughout the stay, and quite spacious.",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,Yay! We are so thrilled to hear that you enjoyed our Waterpark & Playground area and the short walk over to Disneyland. Thank you for the 5 star review and for recommending our hotel to future guests. We hope to see you here again at Hojo's in the near future. ,3
Navigate302664,3,"Clavet, Canada",2019-11-30,FAMILY,2019-12-03,2,We recently stayed at this hotel.... and I must say how disappointed I was.,"The rooms had very large upper glass windows,so the sun was in our eyes at 6AM. Would like to have slept until 7AM.
Only a sheet on the bed.... my husband was cold for several nights until he finally went to front desk and picked up another blanket.He tried to adjusted the air conditioning but made no difference.
They should be embarrassed about there free toiletries in the bathroom and the seriously hard water. You could cut yourself on the bar of soap.
Called front desk several times for these various complaints..... and no one would answer.
Howard Johnson Hotel ..... you should be embarrassed on how you treat Canadians.
$300.00 a night.... Shame on you.
Will not return.",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,"Thank you for taking the time to review our hotel. We are so sorry to hear that you did not enjoy your stay with us. We do our best to place all of our guests in the room that is most accommodating to your needs. When you book a Standard Double Bedroom all of these rooms on the second floor, in Pavilion Buildings 3-6, do come with arched windows at the very top of the ceiling. 

We truly apologize for the lack of blankets inside of the room, both our Housekeeping and Front Desk staff have extra blankets available upon request. All of our beds on our property come with four pillows, one fitted sheet, one regular sheet, one comforter and a runner. We are so sorry that the amenities in the bathroom and bedroom did not meet your expectations. We will make sure to share your comments with our Housekeeping Management Team. 

We are so sorry to hear that you will not be staying with us again. In April of 2020 our Building 2 will be fully renovated as well as our Garden Pool which will open up 91 new rooms and a fully renovated swimming pool. We hope that you can give us another chance to provide better service for your next vacation. ",4
Deanna,10,"Kitimat, Canada",2019-12-31,FAMILY,2019-12-03,5,Great for kids,"This was our second time staying at the Howard Johnson. There has been some recent Reno’s which is an added bonus. Only a 10 min walk to Disneyland and lots of restaurants close by. The hotel accommodated a late check out as our 6 year old was very sick. 
Would definitely stay here again!!",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,"Thank you for taking the time to review your amazing stay with us! We are so happy to hear that our staff was accommodating to your late check out and hope that your 6 year old is feeling better. Thank you for being repeating guests and for giving us positive feedback, we hope to see you again for your next vacation. ",18
rstygrl15,1,"San Diego, California",2019-11-30,FAMILY,2019-12-03,5,Great room close to Disneyland,"This was the second time we have booked this hotel for a Disneyland trip and both times were good experiences. The staff is friendly, the rooms are nice (and you can see the fireworks from the property) and the walk to/from the park is short. It is also nice that you do not have to pay extra after check out to leave your vehicle parked there (I think that was up until 3pm and after that it was only $20 more) so we could get a few more hours in before heading home. ",The splash pad is always open even if the pool isn’t. We did not know this so we haven’t been able to use it for either stay. ,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,Yay! Thank you for being repeating guests here at Howard Johnson's. We are so thrilled to hear that you loved our clean rooms and the extra few hours at Disneyland after your check out. We're looking forward to seeing you and your family here again. ,2
Monica V,6,"Buena Park, California",2019-11-30,FAMILY,2019-12-03,5,Amazing hotel near Disneyland,Beautiful location very clean and all up to date. Great for families with kids of all ages. The water park they have is perfect for the kiddos. The walk to Disneyland is just 7 minutes and there are many food places within walking distance  ,,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,Thank you for taking the time to review your vacation with us! We are so excited to hear that you enjoyed our Water Park & Playground and the short walk over to Disneyland. We hope to see you during your next trip over to Disney. ,2
jordanpennington11,1,,2019-11-30,FAMILY,2019-11-27,5,Best hotel in Anaheim!,"The best rooms and all clean and renovated! Love the water park castaway cove and the close walk to Disneyland from the hotel! The guest service is beyond incredible! Lots of fun, free things to do for the kids!! ",,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,"Yay! As we strive for 5, it's great to hear that our staff was beyond incredible during your stay. We are so thrilled that you and your family loved the Waterpark & Playground and the short distance to the entrance of the park. We hope to see you at our hotel again soon. ",2
MadiC004,1,"Orem, Utah",2019-11-30,FAMILY,2019-11-27,3,Clean but very old and not toddler friendly,This place is clean but very old. They do not have elevators so if you are traveling with kids you have to carrier a stroller up and down steep stairs. They also had some weird windows in the ceiling area so it wasn’t great if you need it to be dark for kids naps. They also don’t have the grounds well lit so you are walking in the dark at night which doesn’t seem very safe. I probably wouldn’t stay here if you have young kids it is not very practical.,,,,,,,,HojoAnaheimStaff,Reservationist,2019-12-06,"Thank you so much for reviewing your most recent stay with us. We are so sorry to hear that you did not enjoy your room type. For our Standard Double Bedrooms, in our Pavilion buildings 3-6, all of the second floor rooms have arched windows at the top of the ceiling and no elevator. All four of these buildings are our original two story buildings since we opened the hotel and have yet to be entirely renovated. We do have a few changes arriving to our hotel starting in April of 2020, our Building 2 will have 91 newly renovated rooms and our Garden Pool will be fully renovated as well. 

Thank you for bringing it to our attention that our lights are dimmed low. We are so sorry for the inconvenience and for making you feel unsafe during your walk back to you room. We will make sure to inform our Maintenance Management Team to switch out the lightbulbs. 

We hope that you will give our hotel another chance to provide excellent service during your next Disneyland vacation. ",2
Jennifer G,1,"Rancho Cucamonga, California",2019-11-30,FAMILY,2019-11-26,5,Great stay,"Great room, great decor, fun for families, close walk to park. Would definitely stay here again. Easy check in and parking. Fun activities for families. Great splash pad water play area. Very clean. Friendly and helpful staff.",,,,,,,,HojoAnaheimStaff,Reservationist,2019-11-27,Thank you for taking the time to write a review about your most recent vacation with us. We are so happy to hear that you loved our room decor and that your kids got to enjoy our fun water playground. We hope to see you again soon! ,2
Mary S,6,"Sacramento, California",2019-11-30,FAMILY,2019-11-26,5,Perfect,This hotel was a perfect place to stay for our visit to Disneyland.  Close to restaurants and just a short walk to the Disneyland entrance.  Loved that they let us check out and then leave our luggage and car there while we enjoyed another day at the Happiest Place on Earth!,,,,,,,,HojoAnaheimStaff,Reservationist,2019-11-27,"We are so thrilled to hear that you enjoyed multiple amenities during your Disneyland vacations!  Thank you so much for your kind comments and great feedback. We strive to provide you with a delightful experience, so it’s rewarding to hear that our staff fulfilled this expectation for you and your family. Thank you so much for taking the time to let us know about your stay with us! ",12
jessicajamison16,1,,2019-11-30,FAMILY,2019-11-26,5,Worth every penny,"Stayed in bldg. 1 and the room was excellent- clean, great views. Waterpark was also wonderful and loved the convenience of the store. Staff was fantastic, prompt and kind. Will definately stay again.",,,,,,,,HojoAnaheimStaff,Reservationist,2019-11-27,Thank you for taking the time to write a review about your recent stay with us. We are so glad to hear you appreciated our exceptional service. We are so delighted you found our rooms comfortable and that your kids got to enjoy our fun water playground during your trip. We really appreciate you taking the time to let us know about your stay. We cannot wait for you to come back for your next Disneyland family vacation! ,2
benmT40LM,1,"San Diego, California",2019-11-30,FAMILY,2019-11-25,4,"Great location, service",Love the room and retro vibe. Easy walk to Disney main gate and free parking! Friendly service. Water park is a nice break from the Disney hordes. Recommend room facing park in building 1 for great view of fireworks!,Get a room facing park; view of fireworks is surprisingly great!,,,,,,,HojoAnaheimStaff,Reservationist,2019-11-27,"Thank you for taking the time to write a review about your recent stay with us. We are so glad to hear you appreciated our location, retro vibe in the room and friendly service. We really appreciate you taking the time to let us know about your stay. We hope to be your first choice for accommodations when planning your next Disneyland vacation!",2
plattjas,1,"Council Bluffs, Iowa",2019-11-30,FAMILY,2019-11-25,5,Great Stay,This was our first time at the HoJo. We were very impressed.  The staff at the front desk were so friendly that it was hard to remember that these weren’t Disney cast members. The room was extremely clean and spacious. ,,,,,,,,HojoAnaheimStaff,Reservationist ,2019-11-27,"Thank you so much for your kind comments and positive feedback! We dedicated to provide exceptional service, so it’s great to be compared to Disneyland Cast Members! We are also happy that you found our rooms to be spacious and clean. We hope to see you again soon! ",2
Climber600542,1,"Seattle, Washington",2019-11-30,COUPLES,2019-11-23,5,Disney Trip with Broken Foot,"Husband and I booked a short get-a-away to Disneyland and decided to give HoJo a try. Had heard how close in proximity to Disneyland they were. They are ""right across the street"" but there is still about 2 blocks to walk before crossing the street to the gates of Disneyland. They are across the street from the Matterhorn and Monorail. I suspect you can see the fireworks if you have a room high enough, which ours was not and we were always in the park when they went off.

We checked in at about 1:30pm and surprisingly, there was a room available on the first floor that was ready for us (4109, I think). I was using a knee scooter due to a foot injury and needed either and elevator-accessible floor (they didn't have rooms ready yet) or one on the first floor, which they did have.

The room we booked was a double queen room. We were right next to the water park. And I mean right...next...to...the...pool! You could literally jump in the hot tub from our balcony if desired. The music from the pool was definitely audible in the room, but we weren't going to be in the room for more than a few minutes until we changed and headed to the park. But if you were a family that had young kids that needed a quiet room for nap time, this would not be a good room for that. But if you had older kids that were into the waterpark...this was definitely the room to be in! 

The room was very large. It had a twin roll-away bed in an alcove so would sleep 5 very comfortably with room to spare. It had a sink outside the bathroom and one in the bathroom, which made getting ready in the morning easier. A microwave, coffee maker (pod-maker), and mini-fridge could definitely help make breakfast/meal costs a little easier on the wallet if one needed. We opted to eat at the restaurants that were along the walk to Disneyland each morning.

My only issues with the property are that the registration building isn't very clearly marked (our Lyft driver had a little difficulty trying to find the office) and is quite small inside; and that the furniture in our room is quite dated. It would have been nice to have USB plug-ins for our devices at least somewhere in the room. And updating the locks on the doors would make one feel safer. If we had stayed longer, I might have wanted to use the ""quiet"" pool but it was not available due to construction 
But all in all, we definitely would stay there again and would bring our teen boys with us (and maybe even all stay in the same room!",Bring power blocks for your devices as there are no USB plug-ins (at least in building 4).,,,,,,,HojoAnaheimStaff,Reservationist ,2019-11-27,Thank you for reviewing your stay with us! We are so delighted to hear that you and your family really enjoyed our large rooms. We are so sorry to hear that the walk was a little further than you had expected but are ecstatic to hear that you loved the 2 sinks inside of the room to make your morning a lot easier. We really appreciate you taking the time to let us know about all of the helpful amenities we are able to provide to make your vacation relaxing and memorable.  We hope to see you again for your next Disneyland vacation! ,2
shanab755,2,,2019-11-30,FAMILY,2019-11-22,5,Best family experiance,From the moment we arrived we felt welcomed! From the front desk giving the kids gifts to housekeeping providing extra towels for our group of 7 the entire experience was memorable to say the least. We will be recommending this hotel to all of our friends and family!!!,We had 2 rooms 1 was a disabled room and the other was a regular room both were spacious and comfortable,,,,,,,HojoAnaheimStaff,Reservationist ,2019-11-27,"Thank you for taking the time to write a review about your recent stay with us. We are so glad our staff made you feel welcome during your stay. We strive for exceptional service, so it’s great to hear you had a memorable stay with us! We hope to be your first choice for accommodations when planning your next Disneyland vacation!",4
Ryan W,14,"Comox Valley, Canada",2019-11-30,NONE,2019-11-22,4,"Ideal Location, great hotel Warning: Pool not in service (at this time)","Our first time at Disneyland so can't accurately compare to other hotels but this place suited us well.  Its location is 5 minutes from the gates of Disneyland, there are plenty of food choices nearby, public transit is nearby and pricing was good (can't compare to others though).  Staff were fantastic, rooms were clean and the splash pool/hot tub was great.  Unfortunately, the pool was not open (due to refurbishment) and we expected it to be.  Hotel said they notified everyone or their vacation suppliers about it.  After speaking to many guests about it, no one seemed to be told about it. The hotel kindly upgraded us to a family room at no extra cost halfway through our stay due to the lack of the pool. The family room was renovated and very pleasant. We were told all the family rooms back onto the busy road (5 lanes wide each way) so there is some road noise (low hum) BUT the hotel has done an amazing job with sound proofing it the best they can. We only noticed traffic at the quietest time of the night. Suggestions before going: 1) if pool is important - make sure it is open! 2) Consider asking for a room not backing onto the highway if you are a light sleeper.  NOTE: a lot of hotels in this area have rooms on the highway.  We will recommend this hotel to others based on suggestions #1 and #2.",rooms off highway side are quieter; Tower 1 house renovated rooms,4.0,5.0,,,,5.0,HojoAnaheimStaff,Reservationist ,2019-11-27,"Thank you so much for sharing your recent experience with us! We are so delighted to hear you and your family enjoyed your stay with us. We are so sorry to hear that you were not informed of the pool closure but are glad that our staff was accommodating and able to get you in to our renovated building. Other than the pool being closed, we are happy that you enjoyed your stay with us. Your feedback is greatly appreciated and we hope to see you for your next trip to Disneyland. ",10
