username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
U4304DAdianeg,3,"Los Alamitos, California",2018-10-31,COUPLES,2018-10-14,5,Getaway...#coastal cruising!,"So very pleasant to enjoy the ocean view daily thru to sunset from our balcony. Warm pool, calm, relaxing atmosphere. Sound of waves, far enough away from bustle of downtown, close enough to walk to pier and stroll on the beach.  Breakfast every morning. Great,helpful smiling staff from the front desk, helpers around the facility, to personalized service from Marina in the breakfast room.",,,,,,,,,,,,0
amato612,2,,2018-10-31,COUPLES,2018-10-14,5,Passing by,"Very beautiful oceanfront resort. Good location and exceptional restaurant next store.Would definitely stay here again. Staff was very pleasant, rooms were clean and very comfortable.We had a great night stay.",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-16,"Thank you for choosing to stay at our Shore Cliff Hotel.  I am happy to hear you had an enjoyable stay and plan on coming back for a return visit.  We look forward to welcoming you back soon!

With Hospitality,
Lulu Lawag
Guest Services Manager",0
vben4d,8,"Bakersfield, California",2018-10-31,COUPLES,2018-10-12,5,Perfect getaway,"Booked a 2 night stay on a whim. I was able to score a really awesome mobile discount deal on their website! Upon check in they offer cookies. The peanut butter cookies were delicious. The staff seemed super friendly and was very informative. Once you check in you get a text from the Hotel. You can text the hotel back to ask questions on what to do, questions/ request during your stay, check out and etc. It was a neat feature. We even scored a $10 credit through the text service for skipping room service. We booked a king pier view room. Our room was clean and very spacious. Bed was comfortable and view was absolutely amazing. The only slight issue we had during our stay was the doors were hard to open and shut. We felt like had the slam the door shut to close the door and forcefully push the door open to open the door. We felt like we were being too loud because of the door. Nothing major though. The property is well maintained with many things to do on site. There was ton of wildlife to see. It was cool to see all the pelicans and seagulls on the cliff. They also offer a really great continental breakfast! They had bagels, bacon, sausage, oatmeal, cereal, egg omelets, french toast, orange juice, coffee and so much more! It was delicious. The hotel was so amazing and I have so much to say about this hotel but do not want to write a book haha. I can't wait to stay again. Thanks Shore Cliff Hotel for the perfect getaway I needed.",,5.0,5.0,5.0,4.0,5.0,4.0,FunInSunPismoBeach,Front Office Manager,2018-10-16,"Thank you for sharing your 5 star experience with all of us.  I am delighted to have read your amazing review about your perfect getaway to our Shore Cliff Hotel.  I am sure our entire staff enjoyed catering to your needs as much as you enjoyed your stay.  Take care!

With Hospitality,
Lulu Lawag
Guest Services Manager",0
kbuedi252547,1,,2018-10-31,FAMILY,2018-10-12,5,Great place to stay,"We really enjoyed our stay at this wonderful place. The hotel is located directly on the cliffs with a wonderful and spectacular view over the Pacific Ocean. Lots of Pelicans rest at the cliffs and we even saw dolphins. The rooms are beautiful and clean ,the beds are very good and the hotel staff is always friendly. We enjoyed the breakfast with fresh fruits ,French toast etc. It is worth it to book a room with ocean view. This is really a great place to stay.",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-15,"Thank you for taking the time to review your stay with us.  I am very pleased to hear you had a pleasant stay.  Looking forward to seeing you again soon.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
valerie b,30,"Jasper, Georgia",2018-10-31,FAMILY,2018-10-12,5,Wish I had longer here,"This location is perfect. the landscaped grounds are beautiful and very inviting. there is a swing in the garden I could have sat in for hours. 

the rooms are very comfortable and clean. the breakfast was very ample, clean and not crowded.  

the parking is just outside the rooms and easy to get in and out. I felt very safe during the stay. 

Lovely place! Friendly staff! ",,,,,,,,FunInSunPismoBeach,Front Office Manager,2018-10-15,"Thank you for your great review.  I am delightly you had a wonderful experience at our Shore Cliff Hotel.  We hope your next visit with us will be a longer stay.  Until next time!

With Hospitality,
Lulu Lawag
Guest Services Manager",8
joyride64,13,"Goleta, California",2018-09-30,COUPLES,2018-10-12,5,Lovely Getaway,"Wonderful place to stay with friendly, helpful staff, welcome cookies, well-appointed rooms and bathrooms and lovely views of the ocean.  Expansive breakfast always has fresh fruit, baked goods, and eggs among other items.  Nice size pool allows for doing laps if desired.  Bring along a bottle of wine and snacks to enjoy while sitting out on the balcony.  Great hotel for all.  ",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-15,"I appreciate your positive feedback about our hotel.  We do take pride in catering to our guests' needs the best way we can.  If you're traveling through the central coast, don't hesitate to call us.

With Hospitality,
Lulu Lawag
Guest Services Manager",16
Rhiannon B,89,"Anchorage, Alaska",2018-10-31,COUPLES,2018-10-12,3,Not so great,"As others have said this is an updated motel so I think the rate overall was a bit overpriced. The rooms are nice and modern, ours was very big but I paid for a view and mostly got a view of the bushes so that was disappointing. The grounds would be nice if it weren't for the hundreds of seagulls that call the cliff in front of the hotel home. I know the hotel can't control where these birds are nesting but it really impacted our stay. The stench in the parking lot was overwhelming everytime you walked out of the buildings, the pool had feathers floating in it and who knows what else. Breakfast was okay, the mini muffins were extremely dry but the premade french toast was good.",,2.0,4.0,,,,3.0,FunInSunPismoBeach,Front Office Manager,2018-10-15,"I am glad you enjoyed our renovations.  I'm sorry the room you received was not up to par.  We have Guest Service Agents available 24/7 to help with anything during your stay.  Contact me directly at the hotel if you would like to discuss this further.

With Hospitality,
Lulu Lawag
Guest Services Manager",55
Patch363,10,"Seaford, United Kingdom",2018-10-31,COUPLES,2018-10-11,5,"Quality, Comfort and great views",This was the best hotel experience we were pleased to receive in a 3 week Californian road trip. A spotlessly clean hotel with great views and staff that were sincere in their desire to provide customer service. All at a great price. My sleep quality score was due to my inability to use the air conditioner. The bed was super comfortable. ,,5.0,5.0,3.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-15,"Thank you for your feedback.  I am delighted to hear that your experience at our Shore Cliff Hotel was one of the best during your 3 week trip through California.  It would be our pleasure to welcome you back to our facility soon!

With Hospitality,
Lulu Lawag
Guest Services Manager",8
Cynthia H,69,"Monroe, Michigan",2018-10-31,COUPLES,2018-10-10,5,Beautiful Sunset,The view from the Oceanfront room balcony is just amazing.  A wonderful location.  We could not be happier with our choice.  Room was exceptionally clean & comfortable.  Staff was very helpful.  The pelicans were fun to watch.,,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-15,"Thank you for taking the time to share your feedback with us.  I am elated to hear that you enjoyed an amazing view at our Shore Cliff Hotel.  We hope your next experience to our hotel will be soon!

With Hospitality,
Lulu Lawag
Guest Services Manager",21
Vmgodfre,1,,2018-10-31,COUPLES,2018-10-09,5,Totally relaxation,"Came here to get away for a few days with hubby, stress, traffic etc. Surpriced him with a 2night stay just because. Loved that its a non smoking hotel, enjoyed listening to the crashing waves and loved the clean pool, thanks allot.","No complaint, perfect and clean",,,,,,,,,,,0
andylam18,1,,2018-10-31,BUSINESS,2018-10-08,5,Gloomy skies,"BUT BEAUTIFUL. We arrived on a rainy cloudy evening. It was cold and windy. We had dinner next door and went to our rooms. It's been a long drive down Highway 1 and I got to our room, it was clean, bedsheets was amazingly comfortable. I fell asleep with the sliding door wide open all night. It was the most restful sleep I've had in weeks.",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-14,"Thank you for taking the time to share your 5 star experience with all of us.  I am delighted to hear that you had the most restful sleep at our hotel.  Come back and visit us again soon!

With Hospitality,
Lulu Lawag
Guest Services Manager",0
44shu,6,"Dana Point, California",2018-10-31,FAMILY,2018-10-08,3,Great view with Pelicans,"The location is great, views are great and the facilities are clean and modern; staff was friendly and helpful. The only downsides are the pervasive odor from the flock of pelicans on the cliffs and some ants in one of our rooms. The very ordinary breakfast was not up to par for the price. ",,3.0,4.0,4.0,3.0,4.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-14,"Thank you for giving us your feedback.  I am glad you enjoyed our location, the views and our updated facilities.  We have a vast amount of flying wildlife in our surrounding area as well as the large ocean that can give off a natural smell.  We hope you will come back and visit us the next time you are traveling through our area.

With Hospitality,
Lulu Lawag
Guest Services Manager ",1
LorieG67,12,,2018-10-31,COUPLES,2018-10-08,5,Wonderful stay.,"The staff was beyond amazing and kind. Each person we ran into greated us with a smile and hello.The details in the room, perfect. Views were beautiful.  Overall a wonderful stay at a hotel that goes out of their way to make your stay as amazing as possible.  ",,5.0,5.0,2.0,5.0,4.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-13,"Thank you for your positive review.  I am delighted to hear that you had a memorable stay at our Shore Cliff Hotel.  We look forward to welcoming you back to our hotel the next time you are traveling through the central coast.

With Hospitality,
Lulu Lawag
Guest Services Manager",2
Craig M,3,"Manchester, United Kingdom",2018-10-31,COUPLES,2018-10-06,5,Great value hotel with stunning views of the ocean (We saw whales!),"We stayed here as a stop off on our way from LA to Big Sur / Monterey and couldn't be more pleased with our choice. For good value price the rooms all have views of the ocean, there is a heated pool and Jacuzzi available and self serve breakfast was adequate to get your energy for the day ahead. They provide binoculars in each room and two info sheets to tell you what wildlife to look out for - we weren't here for very long but managed to see humpback whales splashing around in the ocean, a truly magical sight. The staff are excellent and really deserve special mention. Our room was on the ground floor but large, comfortable and very well maintained. After a long drive my wife and I wanted to relax at the hotel bar but there isn't one although there is a bar restaurant next door and a few decent looking places a short walk up towards shell beach area (I would head this way as opposed to pismo area).The only downsides worth mentioning are as follows:1. The smell from the hundreds of pelicans living on the cliff face right next to the hotel. Nothing the staff can do about that and comes with the territory of such a great cliffside location but it did make the idea of a day by the pool less enticing2. The bottle of water in the room was $5 - there is a vending machine on site but you need to have the right change ($1 or  $5 bills) and it has to be stocked. With no bar on site and not within walking distance of a convenience store, charging so much for water seemed unreasonableNeither of which put me off giving Shore Cliff a 5 star review - it catered for everything we needed and is ideally located just off the 101 highway. If you're interested in wildlife I would highly recommend as well as driving up the Pacific highway around 30 miles to view the elephant seals!",,4.0,5.0,5.0,4.0,5.0,5.0,,,,,3
Darcy R,1,"Bakersfield, California",2018-10-31,FRIENDS,2018-10-06,5,Trip Down Memory Lane,"My friend and I came to celebrate my 31st wedding anniversary as my husband passed away 4 months ago. Enjoyed our stay, the room, staff and our trip was great. Thank you all for your kindness and my new memories.",,5.0,5.0,5.0,5.0,5.0,5.0,,,,,0
mariafaylona,1,,2018-10-31,BUSINESS,2018-10-05,5,Great Location and Rooms,It's a great place to stay by the beach and hear the ocean at night sitting on your balcony.  It's a great place to stay when doing business and you need some relaxation at the end of the day. Will go back.,,5.0,5.0,4.0,5.0,4.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-12,"Thank you for giving us your review.  I'm delighted to hear that you had a relaxing stay at our Shore Cliff Hotel.  We look forward to welcoming you back to our hotel.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
Gloria L,30,,2018-10-31,FAMILY,2018-10-04,5,Wonderful stay!,Our experience here exceeded all expectations.  A friendly and helpful staff from beginning to end. We found the Hotel to be centrally located to our needs and the perfect half-way point to our final destination. The grounds were well-maintained and the ocean views were spectacular. ,,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-12,"Thank you for taking the time to share your review with all of us.  I am pleased to hear that your experience here exceeded all expectations.  We hope your next visit through the central coast will bring you back to our hotel.

With Hospitality,
Lulu Lawag
Guest Services Manager",12
Tiger682018,1,,2018-10-31,COUPLES,2018-10-04,3,Good hotel but too expensive,"Good comfortable Motel, but cost-performance ratio does not fit. Don't take a room with ocean view, if you stay one night. You can't sit outside because of the smell of the birds. Only one Restaurant nearby.",,2.0,4.0,4.0,2.0,4.0,4.0,,,,,0
cpalmberg67,1,"Livermore, California",2018-09-30,FAMILY,2018-10-04,3,Dirty floor,Had to ask 3 times to have our floors cleaned.  Also a little shocked with the smell from the pelicans that live on the cliff.  Awesome views nice staff good location.  Floor felt grimy and when u walked out of the shower with clean feet the bottom of your foot would be black after 1-2 steps,,3.0,5.0,4.0,3.0,4.0,1.0,,,,,1
Mandy G,2,,2018-09-30,COUPLES,2018-10-04,5,Lovely hotel,This hotel is beautiful the staff are amazing it's super clean and the free breakfast is really good  we had a problem with our passports but we need not worry we explained to Katie on reception and she made some calls and sorted it out all with a lovely smile the staff are all happy and polite we loved Marina at breakfast she stops and chats to everyone while clearing all the tables the breakfast is great and is replenished all the time the view over the ocean is fantastic,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,0
Conni52,8,"Columbia, Maryland",2018-10-31,FRIENDS,2018-10-03,5,Excellent place to stay,"Have wanted to stay at this hotel since seeing it last year.  Was not disappointed in the least.  Wonderful oceanfront room, beautiful views, and gracious staff.  The  hotel is relaxing and the restaurant next door has great food and drinks.",,5.0,5.0,4.0,5.0,5.0,4.0,,,,,2
Jill K,2,,2017-11-30,FAMILY,2018-10-02,5,Shh don't tell too many people about my hidaway,"We went to Shore Cliff last year actually. It was during my daughter's spring break in April. Such I lovely view from the rooms! We stayed just 2 nights but I wish it had been longer.We got smart the second night and left the patio door open to hear the ocean. Boy did that make a difference! Lulled me right to sleep. Ok can we talk about the breakfast ?! What a smorgasbord! OOWEE they had a pancake machine, fresh oatmeal, and tons of toppings, yogurt, breads, danishes, cereals, fruit, everything you could want!  and it was delicious! the staff is incredible as well. So  friendly and helpful. ANd they had freshly baked white chocolate macadamia nut cookies in the lobby every day. They had sweatshirts you can buy and games to play . And the swings outside. So romantic. The one gazebo in the picture was not accessible due to repairs  but would be a lovely wedding venue I would love to use someday. They were under new management and were buying up other adjacent properties so they could link them up and make better pathways to the beach. So easy to find and convenient location too. Oh and they had the neatest concierge system that goes on your phone to help you. pretty cool. Would love to return again soon.",Pier view is nice but does not have the sunset,,5.0,5.0,,,5.0,,,,,0
misterzee2015,4,California,2017-12-31,NONE,2018-10-02,5,Great hotel with a great location at a great price (do you see a theme there?)!,"We stayed at Shore Cliff in December 2017, escaping the fires and bad air in Santa Barbara. I didn't have too much time to research this hotel, but I took a gamble and I was very happy with my choice. The reception is large and accommodating, with snacks and drinks, and you can check out board games for the evening. The room was very comfortable and clean with everything working the way it should. There is a courtyard with a bocce ball strip and other games. There is a large and well-maintained pool and hot-tub too (which were just fine to use in December). A breakfast buffet was included which was adequate, but nothing to write home about. They were doing some work on parts of the hotel, but it was all very non-intrusive. Pismo is a quiet and charming community with some great restaurants (there's one such fine place right next door to the hotel). We were there for 4 days with our 2 young children and had a fun and relaxing time. The room rates are not the lowest you can find in this area, but are extremely reasonable for what you get.

In brief: I highly recommend this hotel and would gladly go there again.
",,,,,,,,FunInSunPismoBeach,Front Office Manager,2018-10-05,"We appreciate you taking the time to share your stay with us  last year.  I am happy to hear that you took a chance and stayed with us during a terrible situation.  Thank you for highly recommending our hotel to future travelers to the central coast.  We look forward to having you as our guest in the near future.

With Hospitality,
Lulu Lawag
Guest Services Manager",1
bigragu99,3,,2018-04-30,COUPLES,2018-10-02,5,excellent sunsets,"if you want beach front, this is it.  excellent sunsets, wave action, relaxing, and they cater to couples. mostly comfortable rooms with balconies. the staff is wonderful and the parking is great. this is the first location we view each time we visit Pismo. pricing is inline with the locals and if you feel like stretching your legs, you can walk into town (mile). no immediate beach access ,but you can walk down a couple hotels and get there.",get on top,,5.0,,5.0,,4.0,FunInSunPismoBeach,Front Office Manager,2018-10-05,"Thank you so much for your continued loyalty.  I'm glad to hear that you and your family enjoyed your stay with us.  We'll look forward to your next visit.

With Hospitality,
Lulu Lawag
Guest Services Manager",2
Kathy L,2,"Menifee, California",2018-09-30,COUPLES,2018-10-01,5,Lovely hotel,This is a lovely hotel with a kind and caring staff. Your every need is looked after with great attention.  I love the room's ocean views which create a peaceful atmosphere here.  It is my favorite place to fall asleep while listening to the waves crash on the rocks all evening!,,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-05,"I am so glad to hear that we were able to offer you a refuge from your busy schedule.  Looking forward to welcoming you back soon.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
hikergrl60,1,"Bakersfield, California",2018-09-30,FRIENDS,2018-10-01,5,Gimpy Getaway,"I drove a friend, who has been laid up for 6 weeks after surgery to reattach her achilles tendon.  She was in a cast and on a ""Kneelie.""  The plan was to get a place where we could just chill and enjoy ocean breezes and the sound of the surf.  We stayed in one of the family suites - a little more pricey, but worth every penny.  We could see up the coast toward the pier from the living room, and both bedroom sliders opened to a balcony just over the cliffs and the ocean.  Spectacular.  The sunset through the palm trees from the balcony was not to be missed.  It just couldn't have been better.  Well, maybe if the TVs (three in all) were smart TVs, but why be petty!  And a note to others, it was not easy for my friend to navigate the ""kneelie"" in the bathroom.  Kind of narrow.  Marina, in the breakfast room, was awesome.  Very friendly and attentive, making sure everyone was happy.  I can't wait to come back!",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-05,"Thank you for giving us your perfect rating and for sharing your feedback about your stay.  I am delighted to hear your stay in our family suite was a pleasant visit.  Looking forward to seeing you again soon.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
3Constance2016,59,"Boerne, Texas",2018-09-30,NONE,2018-09-30,4,Charming resort hotel,"A delightful stay at a charming hotel. We were greeted by very friendly receptionists, offering fresh cookies and giving us a room with balcony overlooking the ocean and the city of Pismo.  Places to stop along the cliff like to sit and enjoy the sunset. ",,,,,,,,FunInSunPismoBeach,Front Office Manager,2018-10-04,"Thank you for sharing your review.  I am delighted to hear you had an enjoyable stay.  We look forward to having you as our guest in the near future.

With Hospitality,
Lulu Lawag
Guest Services Manager",5
CharLaMc,3,"Frisco, Texas",2018-09-30,FRIENDS,2018-09-30,5,Excellent,Will stay here again. Very clean spacious rooms. Great view of pier & ocean. Left sliding glass door open to listen to waves all night & still quiet. Baked cookies at check in nice touch. Breakfast was so-so ,,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-02,"I am delighted to hear that you had an excellent stay at our property.  We look forward to welcoming you back to our Shore Cliff Hotel soon.

With Hospitality,
Lulu Lawag
Guest Services Manager",1
dbisho799632,1,"Southampton, United Kingdom",2018-09-30,FAMILY,2018-09-30,5,One night on the coast,"Excellent stay, with helpful and friendly staff. Nearby restaurant was excellent too. The very friendly seagull on the blacony was a bit of a surprise, but seemed happy to share his space.Humming bird in garden and pelicans were interesting too, although the aroma was little pungent.",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-02,"Thank you for your review and choosing to stay at our hotel.  I am delighted to hear that your stay with us was a 5 star experience.  Give us call the next time you are planning to travel the area, we'd be happy to help with your next reservation.

With Hospitality,
Lulu Lawag
Guest Services Manager  ",0
Kathy B,5,"Chicago, Illinois",2018-09-30,COUPLES,2018-09-29,5,Right on the ocean!,"Stayed on a drive down the coast. Location is on the cliff overlooking the ocean. Room was clean and breakfast included with price which was nice...you could have cereals eggs, oatmeal, the usual fare.",,4.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-02,"Thank you for sharing your review and stopping by our hotel during your travels down the coast.  I am delighted you enjoyed your stay at our Shore Cliff Hotel.  We'll look forward to your next visit through the central coast.

With Hospitality,
Lulu Lawag
Guest Services Manager",1
timmobo,1,"Monument, Colorado",2018-09-30,BUSINESS,2018-09-28,5,A great place to stay,The staff are very attentive and very classy in their approach to everyone.  They smile and say hi to guests.  They are interested in how you are doing and are committed to doing what they can to ensure that a guests stay is great.  Really a class A establishment!,,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-02,"Thank you for sharing your positive feedback with all of us.  I'm pleased to hear our staff were very attentive and very classy.  I made sure that our entire staff read your review and they are absolutely beaming.  Your kind words have made our day.  We hope to see you again soon.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
afidle751933,1,"Monterey, California",2018-09-30,FAMILY,2018-09-27,5,Perfection,"A gem with spectacular views, well appointed rooms and friendly staff.We saw a Pelicans , Seals and Dolphins from our room not something you see everyday. A refreshing overnight stay. We were celebrating a special occasion and in our room they had put in some extras which was a beautiful and thoughtful touch.",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-10-01,"Thank you for taking the time to share your review of our hotel with everyone.  I am delighted to hear you celebrated a special occasion here at our property and the little things made your stay great.  We look forward to having you as our guest in the near feature.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
2havasu2,25,"Lake Havasu City, Arizona",2018-09-30,COUPLES,2018-09-24,5,Fantastic,We had a wonderful stay.  We had been there years before and we were so pleasantly surprised by the remodel.  It is beautiful.  The staff was outstanding in so many ways.  We hope to return in the near future with more family members!,,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-09-30,"Thank you for sharing your review with all of us.  I am delighted to hear you enjoyed a wonderful stay with us, again.  Over the last couple of years we have finished up several projects around the hotel.  I am glad you noticed the changes we made.  We look forward to welcoming you and your family the next time you visit Pismo Beach.

With Hospitality,
Lulu Lawag
Guest Services Manager",6
jfamig474503,1,"Thousand Oaks, California",2018-09-30,COUPLES,2018-09-24,4,Nice and quiet.,"Our ocean view room was wonderful. Lovely large room, very clean, very quiet and comfy bed.  Shower water pressure very weak. No elevator, but not too many steps. We arrived on Sat night & there were no parking spaces because of a wedding. We had to park illegally verses parking on the street, which is far away from the hotel. If that doesn't bother you, it's a nice place to stay.   ",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-09-28,"Thank you for taking the time to give us your feedback.  I apologize there was some challenges during your stay.  Overall, I am happy you had an enjoyable stay at our hotel.  Come back and visit us again soon!

With Hospitality,
Lulu Lawag
Guest Services Manager",0
Alfonso0924,1,"San Diego, California",2018-09-30,FAMILY,2018-09-23,5,Amazing stay at shore cliff,This place is amazing. The rooms are very clean the beds super comfortable and the bathroom very spacious. Spa and pool heated ! Views from the balcony spectacular binoculars provided Staff wonderful!,,,,,,,,FunInSunPismoBeach,Front Office Manager,2018-09-28,"Thank you for sharing your review with all of us.  I am delighted you had an amazing stay.  We look forward to welcoming you back to our hotel in the near future.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
Alicia G,5,,2018-09-30,FRIENDS,2018-09-23,5,Awsome and peaceful,"My friend and I went to get away and rest. We checked in on a Wednesday and checked out on Saturday morning. We experienced a very clean hotel as the hotel staff were continually cleaning. The room (two queen beds) was very spacious. The amenities included a refrigerator, Microwave and binoculars!  We had a patio with a partial view of the ocean along with the pier. There is a nice courtyard with a good amount of patio furniture to be shared (a peaceful and relaxing area). A larger than normal size pool with a jacuzzi. The full breakfast did not disappoint. The staff kept the food stocked  with a variety of foods to choose from. The area was very clean. All in all the views were awesome (whales and waves) and relaxing. This hotel was recommended by family and I will pay it forward by recommending this hotel to other family members and friends.",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-09-28,"I am glad to hear that you enjoyed your stay with us and that you would recommend us to a family and friends.  We hope to welcome you back to the hotel in the near future.

With Hospitality,
Lulu Lawag
Guest Services Manager",3
astridvirding,3,"Long Beach, California",2018-09-30,COUPLES,2018-09-22,5,Shore Cliff Hotel,"Highly recommended vacation spot for those who like to live above the rest. The views are spectacular, rooms are spacious, and balconies for every unit. There is large heated pool and hot tub, and ample seating in secluded spots to view the sunset.",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-09-28,"I am glad to hear that you enjoyed your stay with us and that you would highly recommend us to future visitors.  We hope to welcome you back to the hotel in the near future.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
bjp0224,1,"Sunnyvale, California",2018-09-30,COUPLES,2018-09-22,5,My Pismo Beach visit,"Overall the stay was very nice, friendly personnel and a good breakfast buffet although I thought there would be a restaurant on the premise and disappointed to that extentI will look forward to staying again.",,5.0,5.0,4.0,5.0,4.0,4.0,FunInSunPismoBeach,Front Office Manager,2018-09-28,"Thank you for taking the time to review your stay with us.  I'm very pleased to hear you enjoyed your visit to Pismo Beach.  Looking forward to seeing you again soon.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
khouse153794,1,"Watlington, United Kingdom",2018-09-30,COUPLES,2018-09-22,5,A wonderful experience,"We stayed here on our way down the coast to L.A. We arrived early and our room wasn't ready but we were offered an alternative room which we declined as our room had a sea and pool view. We were offered use of the swimming pool until our room was ready which includes pool towels. When we actually checked in we were offered tea/coffee and cookies. Our room was spacious,, modern  and well appointed with a balcony. A wonderful place to stay. Would recommend this hotel.",,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-09-28,"Thank you for choosing to stay at our hotel while traveling down the central coast.  I am very pleased you had ""A wonderful experience"".  We appreciate you recommending our Shore Cliff Hotel to everyone.  I'm looking forward to having you again as our guest in our hotel.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
NorthStar622785,1,,2018-09-30,SOLO,2018-09-21,5,Beach Getaway,"The hotel is situated on beautiful cliffs with a stunning ocean view.  the pool is big and kept a perfect temperature.  I felt comfortable and welcomed at Shore Cliff.  They serve breakfast in the morning, which is a nice way to start the day.",,5.0,5.0,4.0,5.0,5.0,4.0,FunInSunPismoBeach,Front Office Manager,2018-09-25,"Thank you sharing your 5 star experience with all of us.  I am glad to hear that you ""felt comfortable and welcomed at Shore Cliff"".  We appreciate your kind words and hope your next visit will be just around the corner.  Take care!

With Hospitality,
Lulu Lawag
Guest Services Manager",0
hheiri768849,1,"Frankfurt, Germany",2018-09-30,FAMILY,2018-09-21,5,Best location,"The staff was very friendly and helpfully. The rooms were very nice and clean. The breakfast was very good with fruits, bread and a lot of More things. The hole day you can have coffee in the lobby. They have a laundry for guests with a dryer!!!",,5.0,5.0,4.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-09-25,"Thank you for your positive feedback.  I am delighted you enjoyed our wonderful staff as well as our many amenities.  Give us a call the next time you plan to come through the central coast, we are always ready to assist you.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
N2711ELanng,17,,2018-09-30,COUPLES,2018-09-21,5,Pleasant surprise.,"We have stayed in Pismo Beach many times and thought other hotels to be superior. However, the staff and rooms at this hotel will bring us back. The grounds are very nice and if you love the pelicans and whales,this is a great place. Almost every room has a great view. ",,4.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-09-25,"Thank you for choosing our hotel and sharing your feedback with all of us!  I am happy to hear that you were pleasantly surprised with your visit to our Shore Cliff Hotel.  I'm sure our entire staff enjoyed catering to your needs as much as you enjoyed your stay.  We look forward to welcoming you back as our guest.

With Hospitality,
Lulu Lawag
Guest Services Manager",3
pstolk234118,1,,2018-09-30,COUPLES,2018-09-20,5,Very comfortable hotel on a very nice spot,After a roadtrip from  a month we stayed in this hotel for our last 2 nights. It was very comfortable en we enjoyed these last 2 days very much. The room was excellent. The views on the ocean are great. The garden is very nice en the pelicans flying around.  The breakfast was oké.,,5.0,5.0,5.0,5.0,5.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-09-25,"Thank you for choosing to stay at our Shore Cliff Hotel.  I am delighted to hear that the end of your road trip was pleasant.  Come back and visit us again the next time you are traveling through the central coast.

With Hospitality,
Lulu Lawag
Guest Services Manager",0
sfaigl224526,1,"Gilbert, Arizona",2018-09-30,COUPLES,2018-09-20,5,Lovely stay at this hotel,Get the ocean view rooms in the same bldg as registration on the second floor. We enjoyed many sighting of whales & bird life from our room. Bring a good pair of binoculars to view the ocean. Loved our balcony.,,5.0,5.0,5.0,5.0,4.0,5.0,FunInSunPismoBeach,Front Office Manager,2018-09-23,"I am delighted to hear that you enjoyed our ocean front rooms with a view of both the north and south coast and a beautiful sunset.  Come back and visit us again soon!

With Hospitality,
Lulu Lawag
Guest Services Manager",0
