Title,Rank,Rating,Reviews,Amenities,RoomFeatures,RoomTypes,Class,Style,Description,Website,Offers,Covid,Location,Cleanliness,Value,Service,Walkscore,Restaurants,Attractions,ImageCount,Price
Newport Channel Inn,#926,4.5,373,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool / beach towels', 'Vending machine', ""Children's television networks"", 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Outdoor furniture', 'Wifi', 'Sun deck', 'Sun loungers / beach chairs', 'Sun umbrellas']","['Air conditioning', 'Housekeeping', 'Seating area', 'Telephone', 'Coffee / tea maker', 'Cable / satellite TV', 'Extra long beds', 'Walk-in shower', 'Wardrobe / closet', 'Iron', 'Private bathrooms', 'Tile / marble floor', 'Wake-up service / alarm clock', 'Microwave', 'Refrigerator', 'On-demand movies', 'Radio', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Family rooms']",2.0,"['Mid-range', 'Quiet']","Everyone needs a place to lay their weary head. For travelers visiting Newport Beach, Newport Channel Inn is an excellent choice for rest and rejuvenation, just a short walk across to the beach with beach towels and beach gear provided. Well-known for its friendly service and proximity to the beach and great restaurants and attractions, Newport Channel Inn makes it easy to enjoy the best of Newport Beach. Newport Channel Inn is a family friendly hotel offering a HDTV with free premium cable, refrigerator/microwave, and air conditioning in all the guestrooms, and it is easy to stay connected during your stay as free wifi is offered to guests. For guests with a vehicle, free parking is available. Given the close proximity of popular landmarks, such as Balboa Village and Newport Beach Pier, guests of Newport Channel Inn can easily experience some of Newport Beach's most well known attractions. If you’re looking for a seafood restaurant, consider a visit to The Crab Cooker, Bluewater Grill Seafood Restaurant & Oyster Bar, or Rusty Pelican, which are all conveniently located a short distance from Newport Channel Inn. If you’re looking for things to do, you can check out the Balboa Fun Zone, Balboa Island, and the Newport Harbor sightseeing cruises, which are popular attractions among tourists, and they are all within a short drive away. Whether you’re traveling for business, pleasure or both, Newport Channel Inn is sure to make your visit to Newport Beach one worth remembering.",0,0,1,4.5,4.5,4.5,4.5,,,,75,129
Tahoma Meadows B&B Cottages,#927,4.5,202,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot tub', 'Free breakfast', 'Golf course', 'Hiking', 'Babysitting', 'Pets Allowed ( Dog / Pet Friendly )', 'Wifi', 'Skiing', 'Massage', 'BBQ facilities', 'Concierge', 'Gift shop', 'Non-smoking hotel', 'Shared lounge / TV area']","['Air conditioning', 'Kitchenette', 'Refrigerator', 'Flatscreen TV']","['Non-smoking rooms', 'Family rooms']",2.0,,Cozy cottages on Lake Tahoe's west shore. Just 8 miles from Tahoe City we have cottages for couples and families. Tahoma Meadows B&B also accepts pets in over half of our cottages. Skiing at Homewood Mtn Resort or spending the day paddling at Sugar Pine Point State Park are just a few of the things you can do just minutes from our doorstep. We look forward to helping you make your stay here at Lake Tahoe one of the best vacations that you have ever had. We hope to see you soon.,1,0,0,4.5,4.5,4.5,5.0,,,,92,141
The McClelland House,#928,4.5,265,"['Free parking', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Bicycle rental', 'Bicycles available', 'Pets Allowed ( Dog / Pet Friendly )', 'Free shuttle or taxi services', 'Banquet room', 'Electric vehicle charging station', 'Wifi', 'Bar / lounge', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Complimentary welcome drink', 'Happy hour', 'Outdoor dining area', 'Snack bar', 'Wine / champagne', 'Bicycle tours', 'Patio', 'Board games / puzzles', 'Airport transportation', 'Body wrap', 'Couples massage', 'Facial treatments', 'Foot bath', 'Foot massage', 'Full body massage', 'Hand massage', 'Head massage', 'Makeup services', 'Massage', 'Waxing services', 'Non-smoking hotel', 'Outdoor furniture', 'Picnic area', 'Sun terrace', 'First aid kit', '24-hour front desk', 'Private check-in / check-out', 'Laundry service', 'Ironing service']","['Allergy-free room', 'Blackout curtains', 'Air conditioning', 'Desk', 'Dining area', 'Coffee / tea maker', 'Cable / satellite TV', 'Walk-in shower', 'Soundproof rooms', 'Bathrobes', 'Housekeeping', 'Private balcony', 'Safe', 'Seating area', 'Sofa', 'Telephone', 'Wardrobe / closet', 'Bottled water', 'Iron', 'Private bathrooms', 'Tile / marble floor', 'Electric kettle', 'On-demand movies', 'Whirlpool bathtub', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites']",3.5,"['Historic Hotel', 'Residential Neighborhood']","Experience the stately Victorian elegance of the McClelland House Bed and Breakfast Inn. Our historic landmark takes you back to 1879, to the historic Napa Abajo/Fuller Park residential district just south of Downtown where wealthy 19th-century steamboat captains, bankers and businessmen established grand homes. Incredible detail and extensive restoration has been done to allow our guests the experience of olde world luxury with the modern conveniences of today.",0,0,0,5.0,4.5,4.5,4.5,88.0,46.0,22.0,136,344
Bayfront Inn,#929,4.0,500,"['Free parking', 'Free High Speed Internet (WiFi)', 'Beach', 'Bicycle rental', 'Pets Allowed ( Dog / Pet Friendly )', 'Baggage storage', 'Non-smoking hotel', 'Express check-in / check-out', 'Street parking', 'Hiking', 'Horseback riding', 'Bicycle tours', 'Fishing', 'Outdoor furniture', 'Picnic area', 'Sun deck']","['Housekeeping', 'Bottled water', 'Refrigerator', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer']","['Ocean view', 'Non-smoking rooms']",2.0,"['Mid-range', 'Marina View']","Waterfront 16 Unit 2 story walk up Motel Revival, quaint,small rooms on Morro Bay's Embarcadero. Walk to beach, harbor, all entertainment, restaurants, and shopping. Many upper floor rooms have spectacular views of Harbor, and Morro Rock. 100% Pet Friendly, for up to 2 pets (no reptiles, lamas, monkeys, nor horses) with NO pet fee. No smoking facility. Room Amenities: flat screen TVs, Keurig Coffee Makers, Sm Refrig, Hair Dryer, bottled water, snacks, Expanded cable TV & HBO. Freshly baked cinnamon buns every morning. Special rates available all seasons.",1,0,0,4.5,4.5,4.5,4.5,95.0,40.0,17.0,767,95
San Clemente Cove Resort,#930,4.5,184,"['Free public parking nearby', 'Free High Speed Internet (WiFi)', 'Hot tub', 'Sauna', 'Vending machine', 'Business Center with Internet Access', 'Non-smoking hotel', '24-hour front desk', 'Wifi', 'Self-serve laundry']","['Private balcony', 'Kitchenette', 'Dishwasher', 'Microwave', 'Refrigerator', 'Flatscreen TV']","['Non-smoking rooms', 'Family rooms']",3.0,"['Bay View', 'Great View']","Luxury at its finest, the San Clemente timeshare rentals and vacation condos offers more than a vacation; it’s a relaxing experience that will last forever. This Spanish-Village-by-the-Sea retreat is a vacation stay to remember. San Clemente Cove offers décor complementing the buildings light and open Mediterranean architecture. Each room is well-equipped for comfortable living including cable TV, ceiling fans, dishwasher, fireplace, a full kitchen, queen sized beds/sofa sleepers and bathroom. There is NO air-conditioning in units. Check in is at 4 PM and check out is at 10 AM. Please note a Resort Fee of $24.75 per night will be collected at time of booking. Resort amenities include internet, beach towels, parking, and phone calls. Guests must be 18 years of age or older with a valid ID and credit card to book and check-in.",1,1,1,5.0,5.0,4.5,4.5,90.0,96.0,15.0,148,169
Best Western Plus Park Place Inn - Mini Suites,#931,4.0,"3,462","['Parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Free breakfast', 'Kids stay free', 'Business Center with Internet Access', 'Baggage storage', 'Gift shop', 'Wifi', 'Hot tub', 'Outdoor pool', 'Heated pool', 'Fence around pool', 'Breakfast buffet', 'Non-smoking hotel', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Laundry service', 'Self-serve laundry']","['Air conditioning', 'Desk', 'Fireplace', 'Housekeeping', 'Coffee / tea maker', 'Microwave', 'Flatscreen TV', 'On-demand movies', 'Safe', 'Iron', 'Refrigerator']",['Non-smoking rooms'],3.5,"['Centrally Located', 'Mid-range']","This is the closest hotel to the Disneyland® Resorts main pedestrian entrance, and just minutes away from all the action! Looking for more to do? Travel a few more miles and you can delight in visiting Angel Stadium, Honda Center, Knott's® Berry Farm and Soak City®, Pirate's Dinner Adventure, Medieval Times® and much more. We are also less than an hour away from gorgeous SoCal beaches! In town for a convention or a business event? You won't have to travel far, as the Anaheim Convention Center is nearby. Traveling is easy and stress-free - John Wayne Airport is just 15 miles away. Looking for a convenient and delicious meal? We offer easy access to Downtown Disney®, which is home to a variety of restaurants. Numerous retail options can also be found nearby. Relax on-site at this Disneyland® hotel by relaxing or splashing around in our outdoor pool. Guests can also enjoy a gift shop, a 24-hour front desk, guest laundry and outdoor parking with a $15 per night fee (restrictions apply). We offer abundant amenities - cable satellite television with the Disney Channel®, a microwave, a refrigerator, a coffee maker and free Wi-Fi in the clean, spacious rooms. Get the perfect start to each day with a complimentary breakfast. For an extraordinary trip to the Disneyland® area, make a reservation at the Best Western Plus Park Place Inn - Mini Suites today and save!",1,0,1,5.0,4.5,4.5,4.5,95.0,46.0,31.0,462,229
Best Western Plus Inn At The Vines,#932,4.0,880,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Kids stay free', 'Business Center with Internet Access', 'Baggage storage', 'Electric vehicle charging station', 'Parking', 'Wifi', 'Hot tub', 'Outdoor pool', 'Shallow end in pool', 'Fence around pool', 'Breakfast available', 'Vending machine', 'Non-smoking hotel', 'Sun terrace', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Air conditioning', 'Desk', 'Fireplace', 'Housekeeping', 'Coffee / tea maker', 'Cable / satellite TV', 'Sofa bed', 'Bath / shower', 'Private balcony', 'Telephone', 'Wardrobe / closet', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Microwave', 'Refrigerator', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites', 'Family rooms']",3.5,"['Mid-range', 'Family']","BEST WESTERN PLUS Inn at the Vines just received Best Western International’s highest honor, ""The Chairman’s Award,"" for outstanding quality, design and high customer service. Travelers from all over the world choose Inn at the Vines as their vacation destination. BEST WESTERN PLUS Inn at the Vines, also nominated as one of the best hotels in Napa Valley, provides finely appointed accommodations in the heart of all there is to experience in our beautiful wine country of Northern California. Whether your travels bring you to Napa for a weekend get-away, business, family vacation, or a wedding, BEST WESTERN PLUS Inn at the Vines is ready to ensure a comfortable and memorable stay.",1,0,1,4.5,4.5,4.0,4.5,58.0,28.0,2.0,333,112
Shutters on the Beach,#933,4.0,"2,085","['Valet parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Beach', 'Bicycle rental', 'Pets Allowed ( Dog / Pet Friendly )', 'Paid private parking on-site', 'Wifi', 'Paid internet', 'Hot tub', 'Pool / beach towels', 'Pool with view', 'Outdoor pool', 'Heated pool', 'Yoga classes', 'Sauna', 'Restaurant', 'Breakfast in the room', 'Outdoor dining area', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Facial treatments', 'Full body massage', 'Manicure', 'Massage', 'Pedicure', '24-hour security', 'Baggage storage', 'Concierge', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Sun loungers / beach chairs', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Air conditioning', 'Housekeeping', 'Private balcony', 'Room service', 'Safe', 'Minibar', 'Flatscreen TV', 'Bath / shower']","['Ocean view', 'Non-smoking rooms', 'Suites']",5.0,"['Great View', 'Bay View']","Shutters on the Beach is more than just a spectacular place to stay, it’s the epitome of Southern California’s breezy lifestyle. This captivating hotel is located directly on the sand and within walking distance of the area’s biggest attractions including the Santa Monica Pier and hundreds of shops and restaurants. For business or pleasure, this quintessential beachfront hideaway is known as the place the high-profile go to be low-profile.",0,0,1,5.0,4.5,3.5,4.0,91.0,27.0,8.0,955,775
Hilton Los Angeles / Universal City,#934,4.0,"5,213","['Valet parking', 'Free internet', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Evening entertainment', 'Pets Allowed ( Dog / Pet Friendly )', 'Free shuttle or taxi services', 'Paid private parking on-site', 'Wifi', 'Paid wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Fitness / spa locker rooms', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Kid-friendly buffet', ""Kids' meals"", 'Vending machine', 'Poolside bar', 'Airport transportation', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'Shops', 'ATM on site', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']","['Air conditioning', 'Desk', 'Room service', 'Safe', 'Iron', 'Refrigerator', 'Flatscreen TV', 'On-demand movies', 'Wake-up service / alarm clock']","['Non-smoking rooms', 'Suites', 'Family rooms']",4.0,"['Park View', 'Family']","Experience this AAA 4 Diamond hotel, situated just a block away from the entrance to Universal Studios and minutes from Hollywood. The Hilton Los Angeles/Universal City hotel is perfect for travelers looking to explore some of Los Angeles' greatest attractions. All guest rooms and suites feature attractive decor and have high-speed internet access. Keep up-to-date with work at any time in the 24-hour business center. Have a Hollywood wedding in the 16,000 sq. ft. Sierra Ballroom, or hold conferences and meetings in the hotel's 32,000 sq. ft. of function space. Enjoy local cuisine in the Café Sierra hotel restaurant, which offers California, Continental and Chinese cuisine in a modern, brightly lit setting.",1,1,1,4.5,4.5,4.0,4.0,100.0,54.0,46.0,"2,267",216
South Coast Winery Resort & Spa,#935,4.5,"3,620","['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Hiking', 'Horseback riding', 'Business Center with Internet Access', 'Parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Fence around pool', 'Yoga classes', 'Yoga room', 'Fitness / spa locker rooms', 'Fitness classes', 'Restaurant', 'Breakfast available', 'Happy hour', 'Outdoor dining area', 'Snack bar', 'Wine / champagne', 'Vending machine', 'Poolside bar', 'Evening entertainment', 'Patio', 'Walking tours', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Body wrap', 'Couples massage', 'Facial treatments', 'Foot massage', 'Full body massage', 'Hand massage', 'Head massage', 'Light therapy', 'Manicure', 'Massage', 'Neck massage', 'Pedicure', 'Salon', 'Steam room', 'Baggage storage', 'Concierge', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Picnic area', 'Shops', 'Sun deck', 'Sun loungers / beach chairs', 'Sun terrace', 'Sun umbrellas', 'ATM on site', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']","['Allergy-free room', 'Blackout curtains', 'Air conditioning', 'Desk', 'Dining area', 'Coffee / tea maker', 'Cable / satellite TV', 'Walk-in shower', 'Bathrobes', 'Fireplace', 'Housekeeping', 'Interconnected rooms available', 'Private balcony', 'Room service', 'Safe', 'Seating area', 'Separate living room', 'Sofa', 'Telephone', 'Wardrobe / closet', 'Bottled water', 'Clothes rack', 'Iron', 'Laptop safe', 'Private bathrooms', 'Tile / marble floor', 'Wake-up service / alarm clock', 'Refrigerator', 'Flatscreen TV', 'On-demand movies', 'Radio', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['Mountain view', 'Landmark view', 'Bridal suite', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.0,"['Business', 'Great View']","South Coast Winery is not only known as the best winery in the State of California, it’s also known as Southern California Wine Country’s finest resort, offering up casual elegance in a natural setting accented by estate vineyards. Private, rustic villas and the stately all-suite hotel tower provide ultimate luxury and comfort for overnight stays, complete with fireplaces and oversized marble and granite baths, each with deep soaking tub for two. Exceptional wines, extensive spa, behind-the-scenes wine tours, plus fine dining at the award winning Vineyard Rose Restaurant complement your stay.",1,0,1,4.5,4.5,4.0,4.5,,,,854,259
"The Citizen Hotel, Autograph Collection",#936,4.0,"1,074","['Paid private parking on-site', 'Free internet', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Conference facilities', 'Baggage storage', 'Parking', 'Wifi', 'Paid wifi', 'Restaurant', 'Breakfast in the room', 'Banquet room', 'Meeting rooms', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Air conditioning', 'Housekeeping', 'Room service', 'Iron', 'Flatscreen TV']","['Non-smoking rooms', 'Suites']",4.0,"['Park View', 'Charming']","The Citizen Hotel's unique combination of historic charm and sleek modern amenities brings a new kind of luxury to downtown Sacramento. Treat yourself to unexpected elegance. No two rooms are exactly alike, so you'll get a different perspective of downtown Sacramento each time you visit us. On the historic 13th floor, for example, you'll find gorgeous tile mosaics in the large bathrooms.",1,1,1,4.5,4.5,4.0,4.5,100.0,125.0,20.0,368,215
"The Westin Mission Hills Resort Villas, Palm Springs",#937,4.5,"1,329","['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Game room', 'Golf course', 'Babysitting', 'Paid private parking on-site', 'Secured parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Shallow end in pool', 'Fence around pool', 'Restaurant', 'Poolside bar', 'Mini golf', 'Tennis court', 'Patio', 'Table tennis', 'Waterslide', 'Board games / puzzles', 'Kids pool', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'BBQ facilities', 'Baggage storage', 'Concierge', 'Convenience store', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Picnic area', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Clothes dryer', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Washing machine']","['Bathrobes', 'Air conditioning', 'Desk', 'Dining area', 'Coffee / tea maker', 'Cable / satellite TV', 'Sofa bed', 'Whirlpool bathtub', 'Private balcony', 'Room service', 'Safe', 'Seating area', 'Separate dining area', 'Sofa', 'Telephone', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Kitchenette', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Stovetop', 'Kitchenware', 'Flatscreen TV', 'On-demand movies', 'Radio', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites', 'Family rooms']",4.0,"['Great View', 'Mountain View']","The Westin Mission Hills Resort & Villas is nestled in the Coachella Valley at the base of California's San Jacinto Mountains in the secluded desert oasis known as Rancho Mirage. As a AAA Four Diamond-rated resort, this world-class golf and spa destination promises infinite rejuvenation. Nearby, a mecca of cultural, historical, shopping and outdoor adventure awaits you. Enjoy spacious one and two-bedroom villas with fully equipped kitchens, washers and dryers, private balconies or patios, separate dining and living room areas, and complimentary Wi-Fi.",1,1,1,4.5,4.5,4.0,4.5,37.0,332.0,70.0,"1,177",189
"Hampton Inn & Suites Thousand Oaks, CA",#938,4.5,911,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Hiking', 'Children Activities (Kid / Family Friendly)', 'Business Center with Internet Access', 'Parking', 'Wifi', 'Hot tub', 'Outdoor pool', 'Heated pool', 'Fence around pool', 'Breakfast available', 'Breakfast buffet', 'Vending machine', 'Conference facilities', 'Meeting rooms', 'Baggage storage', 'Convenience store', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Shops', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']","['Air conditioning', 'Safe', 'Microwave', 'Refrigerator', 'Flatscreen TV']","['Bridal suite', 'Non-smoking rooms', 'Suites']",3.0,"['Green', 'Mid-range']","The Hampton Inn & Suites Thousand Oaks is centrally located in an upscale and matured community in southern Ventura County. Surrounding areas also include Newbury Park, Westlake Village, Oak Park, and Agoura Hills. This beautiful hotel boasts many dining options nearby, as well as Burbank Airport (BUR) only 38 Miles South on Highway 101 and Los Angeles Airport (LAX) only 45 miles Southwest of the hotel. Whether you are traveling to one of many major area corporations or just for a leisurely weekend getaway to The Oaks Shopping Center, the Hampton Inn & Suites Thousand Oaks will have just what you are looking for.",1,1,1,4.5,4.5,4.5,4.5,46.0,21.0,1.0,180,156
Hyatt Centric The Pike Long Beach,#939,4.0,"1,422","['Valet parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Airport transportation', 'Business Center with Internet Access', 'Conference facilities', 'Wifi', 'Rooftop pool', 'Pool with view', 'Outdoor pool', 'Heated pool', 'Complimentary instant cofffee', 'Car hire', 'Taxi service', 'Banquet room', 'Meeting rooms', 'Rooftop terrace', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Shops', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Air conditioning', 'Desk', 'Housekeeping', 'Room service', 'Coffee / tea maker', 'Cable / satellite TV', 'Flatscreen TV', 'Bath / shower', 'Safe', 'Telephone', 'Wardrobe / closet', 'Iron', 'Complimentary toiletries', 'Hair dryer']","['City view', 'Non-smoking rooms', 'Suites']",4.0,"['Trendy', 'Centrally Located']","Just a short walk from Long Beach’s bustling Pine Street and a stone’s throw from the Pacific’s rolling surf, our hotel is the perfect place to start exploring Southern California. Between the pristine beaches, the charming sidewalk cafés, the local art galleries, and the fresh coastal air, you’ll have plenty to soak up at our Long Beach hotel.",0,0,1,4.5,4.5,4.0,4.5,98.0,42.0,14.0,864,183
The Shoal La Jolla Beach,#940,4.0,"1,233","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Pool', 'Complimentary instant cofffee', 'Bicycle rental', 'Snorkeling', 'Kids stay free', ""Children's television networks"", 'Parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Shallow end in pool', 'Fence around pool', 'Complimentary tea', 'Vending machine', 'Tennis court offsite', 'Non-smoking hotel', 'Outdoor fireplace', 'Outdoor furniture', 'Sun loungers / beach chairs', 'Sun umbrellas', '24-hour front desk']","['Air conditioning', 'Housekeeping', 'Safe', 'Telephone', 'Coffee / tea maker', 'Microwave', 'Cable / satellite TV', 'Bath / shower', 'Clothes rack', 'Iron', 'Laptop safe', 'Tile / marble floor', 'Wake-up service / alarm clock', 'Refrigerator', 'Flatscreen TV', 'Radio', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites', 'Family rooms']",2.0,"['Value', 'Residential Neighborhood']","Nestled in the heart of La Jolla, The Shoal at La Jolla Beach is home to some of the best sunsets on the west coast! Enjoy all that this San Diego beach town has to offer. From beachfront lounging and surf watching at La Jolla Cove to soaking up the infamous nightlife in the Gas Lamp District; The Shoal is centrally located to all the area’s most notable attractions.",1,1,1,4.5,4.5,4.5,4.5,60.0,36.0,6.0,560,118
Hampton Inn & Suites Napa,#941,4.5,704,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Electric vehicle charging station', 'Parking', 'Wifi', 'Hot tub', 'Outdoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Convenience store', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']","['Air conditioning', 'Desk', 'Fireplace', 'Private balcony', 'Coffee / tea maker', 'Refrigerator', 'Flatscreen TV', 'Hair dryer', 'Room service', 'Safe', 'Iron', 'Wake-up service / alarm clock']","['Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Modern', 'Family']","In the heart of wine country, you'll find the Hampton Inn & Suites Napa hotel. Located 2 miles from downtown Napa, this comfortable hotel exudes the ambience of California wine country. Outdoor fire pits, rooms with Napa River views and a welcoming staff await your arrival. Enjoy a free hot breakfast served daily or grab a Hampton's On the Run™ breakfast bag before your California adventures. Soar through wine country in a hot air balloon, dine on world-famous cuisine and walk through established vineyards, only minutes from our hotel. Take the trail from our hotel to downtown and discover unique boutique shopping and local wines. Our hotel is the perfect gateway to many wineries such as Robert Mondavi, Black Stallion, Peju, V. Sattui, Rutherford Grove and Van der Heyden. After a fun-filled day, rest in a clean and fresh Hampton bed® watching your favorite shows on the 42-inch HDTV. Catch up on work at the large work desk with free WiFi available in every room.",1,1,1,4.5,4.5,4.0,4.5,59.0,40.0,3.0,194,147
Cavallo Point,#942,4.5,"1,360","['Free parking', 'Free High Speed Internet (WiFi)', 'Heated pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycles available', 'Hiking', 'Pets Allowed ( Dog / Pet Friendly )', 'Valet parking', 'Wifi', 'Yoga classes', 'Fitness / spa locker rooms', 'Sauna', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Complimentary welcome drink', ""Kids' meals"", 'Outdoor dining area', 'Wine / champagne', 'Patio', 'Walking tours', 'Free shuttle or taxi services', 'Shuttle bus service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Facial treatments', 'Full body massage', 'Head massage', 'Massage', 'Steam room', 'Baggage storage', 'Concierge', 'Gift shop', 'Non-smoking hotel', 'Outdoor fireplace', 'Outdoor furniture', 'Picnic area', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Blackout curtains', 'Bathrobes', 'Desk', 'Fireplace', 'Housekeeping', 'Coffee / tea maker', 'Flatscreen TV', 'Complimentary toiletries', 'Private balcony', 'Room service', 'Safe', 'Telephone', 'Wardrobe / closet', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Hair dryer']","['Ocean view', 'Landmark view', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.0,"['Great View', 'Marina View']","Set in an idyllic location on the San Francisco Bay at the foot of the Golden Gate Bridge, Cavallo Point offers unique historic and contemporary lodging options. Kid friendly and pet friendly, Cavallo Point offers a multitude of activities and services to choose from.The Healing Arts Center & Spa offers innovative spa treatments in a serene, tranquil setting. Filled with natural light and top-of-the line culinary equipment, the Cavallo Point Cooking School is an intimate place to taste, create and learn. Murray Circle Restaurant is one of Northern California's top culinary destinations.",0,0,1,5.0,4.5,4.0,4.5,59.0,1947.0,725.0,"1,149",605
Comfort Suites Fresno River Park,#943,4.5,349,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Business Center with Internet Access', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Parking', 'Wifi', 'Breakfast available', 'Breakfast buffet', 'Express check-in / check-out', 'Self-serve laundry']","['Air conditioning', 'Desk', 'Housekeeping', 'Sofa', 'Microwave', 'Refrigerator', 'Cable / satellite TV', 'Complimentary toiletries', 'Flatscreen TV', 'Hair dryer']","['Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Centrally Located', 'Green']","The Comfort Suites Fresno River Park is located next to Costco near the River Park Shopping Center in the heart of the medical community off Highway 41. Hotel amenities include a full hot breakfast buffet, evening Manager's Reception (Happy Hour) with beer and wine (Mon-Thur), fitness center with weight machine, treadmill, Free weights ,Elliptical, 2 types of bikes, high-speed internet, and 50"" flat screen TVs. Nearby attractions include Fresno State Bulldogs, Save Mart Center, Grizzlies Stadium, Yosemite National Park, and Yosemite International Airport. This all-suite hotel in Fresno, CA offers 25% more of the space you need to spread out, relax and work.",0,0,1,4.5,4.5,4.5,4.5,52.0,65.0,4.0,105,121
