username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
masja299,1,,2019-12-31,FAMILY,2019-12-23,5,"My Disneyland Go-To""",Chose this property for the location and familiarity with the chain. The property was extremely clean and staff were outstanding. I stay at Hampton properties 4-6 times monthly but this property tops all the others I've stayed. The staff were super nice but also very helpful with setting up transportation and ticketing for Disneyland. ,,5.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-12-27,"We're so glad you chose to stay with us masja299! Thank you for the very positive feedback. Anytime you're in Anaheim, make sure to come back. We love our repeat guests and value your business!

Kristi P.
Reservations Supervisor",1
StevenManners,3,"Oceanside, California",2019-12-31,NONE,2019-12-23,5,Beautiful Hotel & Great Staff,"My girlfriend and I had a wonderful experience when in town for a Holiday Party. Thank you to Taylor and the whole team for making us feel extra special during our visit. The hotel is gorgeous, breakfast was delicious, and your team is phenomenal!",,5.0,5.0,,,5.0,,kristihampton,res supervisor,2019-12-27,"Wow! Thanks so much StevenManners! Making you happy, makes us happy, and we're thrilled that you all enjoyed your time with us. Thank you for also giving our staff member a shout out. We hope to have you back soon!

Kristi P.
Reservations Supervisor",5
Felisha C,1,,2019-12-31,COUPLES,2019-12-21,5,Awesome!!,"My boyfriend and I stood for our anniversary and had such a great experience. Excellent customer service and they really went above and beyond for us, making us feel very welcomed. The room was very spacious and we enjoyed it so much we’ll definitely be back when we need somewhere to stay.",,,,,,,,kristihampton,res supervisor,2019-12-27,"Thank you for the kind words 508felishac! We're thrilled to hear that you both enjoyed your time at our hotel. Make sure to visit us again soon!

Kristi P.
Reservations Supervisor",1
Wendy D,5,"Salinas, California",2019-12-31,FAMILY,2019-12-21,5,Disney Trip,"Disney trip with Granddaughters and Great Granddaughter.(First time)  Great hotel, close but after walking all day a little to far to walk back from Disneyland. Take an Uber or Lyft. Very clean and modern. Nice security!!!",,5.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-12-27,"We appreciate the great review Wendy D! Thank you for taking the time to give our new hotel a shout-out. We'd love to have you all back soon!

Kristi P.
Reservations Supervisor",7
MariRIC,1,"Jerome, Idaho",2019-12-31,FAMILY,2019-12-16,5,Must stay!,"After driving over 12 hours, a staff member, Ivan, was beyond helpful. We got to our room only to notice that it was facing a busy street. We went down and asked if there were any way we could switch so that way our kids could get some rest without the loud noise of the traffic and without any hesitation Ivan made some changes and gave us another room which was An upgrade! Our kids loved this room and slept with no problems through the night ! And the cherry on top was that Ivan also was able to discount our parking since our stay was extended! Thank you a Ivan for making our Disney Vacation even more Magical from the start! We appreciate you , Hilton Honors , and all you have to offer. We will be back and mostly because of how nice and helpful all the staff were from the front desk all the way to the kitchen and cleaning staff. Thank you ! ",,5.0,5.0,5.0,4.0,5.0,5.0,kristihampton,res supervisor,2019-12-19,"Thank you for such a great review MariRIC! We're thrilled to hear that our staff, especially Ivan, was so kind and welcoming to you during your family trip. Making you happy makes us happy, and we love when our guests enjoy themselves at our hotel. Please make sure you stay with us again, we'd love to see you all soon!

Kristi P.
Reservations Supervisor",1
richardhC6279YN,6,,2019-12-31,FAMILY,2019-12-16,5,A name I can count on.  I know what to expect and I have never been disappointed.  The breakfast is always great.,It is a name I can count on.  I know what to expect and I have never been disappointed.  The breakfast offers a wide variety of choices.  I am a Hilton Honors member and find that I do get treated very well.,,5.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-12-16,"Thank you for your wonderful review richardhC6279YN! We appreciate your feedback and are thrilled to hear you feel your status as an HHonors member was acknowledged. Hopefully we will have you back again on your next trip to the Anaheim area!

Kristi P.
Reservations Supervisor",5
Outgunned3to1,114,"Bakersfield, California",2019-12-31,FAMILY,2019-12-15,2,Don't Bother if Sleep is Important,"Nice looking building (especially for a mid-grade motel) and everything is very clean.  Location is adequate if visiting the parks (albeit too long to walk with small children).  However, whatever you do, demand a room on the ""quiet"" side of the hotel.  I would not have thought that as a Hilton Honors member, who had paid for an upgraded room, that I would have to request a ""quiet"" room.  The street side rooms are a joke and the floor to ceiling windows provide absolutely no soundproofing.  My wife and I got no sleep for two nights.  Unfortunately by the time we realized we were sleeping on top of a raceway, the kids were asleep and we were totally unpacked.  Didn't have time in the morning to repack and move rooms as we wanted to get the kids to Disneyland asap.  Was too late to do it/kids asleep again when we got back that night.  I'm sure they would have moved us if we had wanted to go through the hassle, but in my mind, they shouldn't put anyone in those rooms in the first place.   While I assume the other side of the hotel is much more quiet, I'm angry enough for just being put in that room (323) that I will never go back. ",,4.0,3.0,1.0,4.0,4.0,4.0,AntonioRamos2019,Manager,2020-01-07,"Thank you for the detailed feedback. We feel terrible that your experience with us was not the best. We always strive for excellence and sounds like you have identified an opportunity for improvement. I cannot apologize enough for the inconvenience we take all reviews of our hotel very seriously, and I would love to discuss with you about providing us another opportunity to assist in a much better stay in the future. Please reach out to me via telephone at 714-533-1500, or via e-mail at antonio.ramos@hilton.com. I look forward to hearing from you, and thank you again for your time in all of this.

Sincerely,

Antonio Ramos
Assistant General Manager
Hampton Inn & Suites by Hilton Anaheim Resort-Convention Center
antonio.ramos@hilton.com 
714-533-1500
",77
egallag,100,"Louisville, Kentucky",2019-12-31,BUSINESS,2019-12-13,4,Nice and near Disney,"I traveled and stayed here for business.  I was a little jealous of all of the folks getting to stay so close to Disneyland.  My stay was pleasant and convenient for work.  The hotel appears to be new or newly remodeled.  The rooms are nice and comfy, and well-appointed.

There are also restaurants close by.  Clean and nice size breakfast area.  One tip for the breakfast staff, keep your coffee full.  Two days in a row they were out of regular coffee when I went down for breakfast.",,4.0,5.0,5.0,,,,kristihampton,res supervisor,2019-12-16,"Thank you for your feedback egallag! We appreciate your honesty and have passed your suggestions onto our Food & Beverage team. Our staff is constantly striving to improve the services we offer, and we hope on your next Anaheim trip you visit us again!

Kristi P.
Reservations Supervisor",61
Michelle,5,"Madison, Wisconsin",2019-11-30,FRIENDS,2019-12-10,5,"Wonderful staff, clean and quiet","Staff was so helpful and friendly. Clean, new hotel, great breakfast, lots of seating. Fantastic location. Luna Grill as a great place to eat, across the street. Any issues were taken care of immediately. Loved the lobby and patio area. Highly recommend.",,,,,,,,kristihampton,res supervisor,2019-12-12,"Thank you for your positive feedback z99m! WE appreciate you taking the time to write such kind words about our hotel and amenities, and hope you decide to stay with us again on your next Anaheim trip. We'd love to host you again!

Kristi P.
Reservations Supervisor",11
lwilhelm2433,9,"Reno, Nevada",2019-12-31,BUSINESS,2019-12-09,5,Great Stay,The front desk staff all were professional and pleasant. Dining room for breakfast were nice and easy. The Holiday decor was fun. We do not know when will be our next visit to Disney but sure we shall return to this lovely place. Already recommended your hotel to a  our friends and family.,,4.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-12-12,"Thank you for the shout out lwilhelm2433! We love repeat guests, and can't wait to have you back! Making you happy makes us happy, and we're thrilled you enjoyed your time with us at our new hotel. See you soon!

Kristi P.
Reservations Supervisor",7
CEPPaulT,252,West Virginia,2019-12-31,NONE,2019-12-08,5,This is the nicest Hampton Inn I have stayed in my travels,"While it may not be the nicest out of all Hampton Inns, it certainly is the best I have stayed in my travels. Excellent check-in. Friendly, helpful, professional crew working the desk. Nice breakfast and day area. Clean and very up-to-date rooms. Comfortable beds and restroom. For the room facing Katella Avenue, it is reasonably quiet except for very loud vehicles passing by. Feels like a newer facility because it is - just over a year old at the time of this review. Cost effective stay if visiting Disneyland, but it is about a one mile walk to the Disneyland entry, thus close but not *that* close. There is a fee for using hotel parking, but it is reasonable and not at all inconsistent with Anaheim hotel properties.",Stay on a south facing room to avoid road noise of Katella Avenue.,5.0,5.0,,,,5.0,kristihampton,res supervisor,2019-12-12,"Thank you for your kind words CEPPaulT! We're so happy you took the time to share your experiences with us. Our staff works hard every day to ensure everyone has a wonderful time at our new hotel. Please come back and visit soon!

Kristi P.
Reservations Supervisor",86
Andrea G,2,"West Sacramento, California",2019-12-31,FAMILY,2019-12-07,5,LOVED THIS PLACE!!,I don't know why but ibwas expecting a nice hotel in a crap neighborhood but what I got was completely different!! The hotel staff - especially Gorman - were amazing!! Professional but also let their natural personalities come out. We couldn't check in early but they stored our belongings for us so that we could get to the parks for the day. The lobby looked brand spanking new and it was decorated really pretty. Plenty of places to sit and chill outside of your room. Also the chocolate chip cookies helped the welcoming environment! :-) The rooms were very nice and it includes a safe in the closet as well. Breakfast was very good and the staff kept the area very stocked and clean during serving. The neighborhood around it on Katella is being built up with new business. We walked across the street for burgers at The Habit. There is also a 7-11 across the street for convenience. All in all would stay here again and again.,,,,,,,,kristihampton,res supervisor,2019-12-12,"Thank you for your wonderful review Dreagee! We're thrilled you enjoyed your time at our new hotel, and are so happy our staff welcomed you with open arms. On your next Anaheim trip, please come and visit again. We'd love to have you back, and we'll make sure to save you cookies!

Kristi P.
Reservations Supervisor",2
Vivamargie,1,,2019-11-30,FAMILY,2019-12-04,3,Nice hotel - not close to parks,"While this hotel was nice and clean (as most Hamptons are) there is no hotel shuttle service to the park or the convention center.  There are properties that are closer for the same prices that are more convenient.  There is the ART shuttle (similar to a city type transport) that does not take you directly to the park area AND only runs every 20 or 30 minutes.

The staff is very friendly, clean property, decent complimentary breakfast.",,2.0,4.0,4.0,2.0,4.0,4.0,kristihampton,kristires,2019-12-12,"Thank you for your feedback Vivamargie! We appreciate you taking the time to share your experience with us and other travelers. The ART Shuttle drops you off right at the other shuttle drop off area at the Disneyland parks, and also takes you to the Anaheim Convention Center. We hope you decide to stay with us again on your next Anaheim trip, as we would love to have you back!

Kristi P.
Reservations Supervisor",2
janet,2,,2019-11-30,COUPLES,2019-12-01,5,Disneyland,"Excellent experience as always stay with Hampton. Allow extend our parking after check out. Cozy lobby while waiting before check in & after check out. Guaranteed quality in room cleanness, staff & hot breakfast",,5.0,5.0,5.0,4.0,5.0,5.0,kristihampton,res supervisor,2019-12-03,"Thank you for your wonderful review on our hotel David C! We're so happy to hear you enjoyed our lovely hotel, our staff and all our amenities offered. Our team works tirelessly every day to ensure all of our guests are happy during their time with us. Please visit again soon!

Kristi P.
Reservations Supervisor",2
37rachaelr,9,,2019-11-30,FAMILY,2019-11-30,4,"Clean New Hotel, but impersonal staff.","Loved the size of the room. My father, my two teens, a tween and myself easily enjoyed the room and space of our room. The pull out was very comfy (esp for a pull out!). 

Pool and hot tub were amazing!!!!! Especially after walking all day at Disney. I only wished it stayed open later (it closes at 10pm).

Breakfast was just okay. They have what is needed, just kind of redundant. Oatmeal, waffles, eggs, potatoes, sometime of ham and sausage and fruit. So has all the variety, flavor was just standard. No real complaints, just nothing really standing out, your basic Hampton fair. 

Distance to Disney is what ultimately will be the deciding factor in staying here again. It’s just too far. We all are in good shape, but it’s just too far to be going back and forth. They do offer a shuttle, but once you factor in the price of paid parking and then the price of a shuttle for a large family, it is more cost effective to stay closer to the park itself or stay close to Toy Story parking. It was about a 15 min walk to Toy Story parking and 22 min walk to Disneyland. So not overly far, just not convenient.   ",,4.0,4.0,5.0,3.0,5.0,5.0,kristihampton,res supervisor,2019-12-01,"Thank you for your feedback on our hotel 37rachaelr. We appreciate you taking the time to share your thoughts on our property, and are sorry you were disappointed with our location in regards to Disneyland. I would recommend perhaps trying an Uber/Lyft, as they are usually about $6/trip, and may save you some time. We would love to have you back in the future, and hope you'll consider us again!

Kristi P.
Reservations Supervisor",5
rhettmorgan,1,,2019-11-30,FAMILY,2019-11-30,5,Fantastic,"A great hotel close to Disneyland and other restaurants.  Clean, new and great customer service.  Highly recommend to any family looking to visit Anaheim.  Rooms are new and plenty of parking with a good breakfast.  ",,5.0,5.0,4.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-12-01,"Thank you for the great feedback rhettmorgan! There are over 100 hotels in the Anaheim area, and we're so glad you picked to stay at ours. We hope that our hotel, staff and amenities exceeded your expectations, and that you come back soon to visit again. We'd love to have you back!

Kristi P.
Reservations Supervisor",1
oncpa23,2,"Albuquerque, New Mexico",2019-11-30,FAMILY,2019-11-29,5,Disneyland adventure,"Great location, excellent staff and services. Secure parking & hotel access. Comfortable rooms and great hot breakfast.  Staff went the extra mile to insure our visit was problem free. We will stay here again",,5.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-12-01,"Thank you for your kind words oncpa23! Making you happy makes us happy, and we're thrilled to hear you enjoyed your time at our new hotel. Please come and visit us again. We love having repeat guests!

Kristi P.
Reservations Supervisor",2
Derek L,1,,2019-11-30,NONE,2019-11-27,4,Short overnight stay with 2 kids for Disneyland,"Very nice and new property convenient to Disneyland.
Staff was very nice and due to property being so new, virtually nothing to gripe about.
We had a king room with a bunk bed, room 555.
View was the rental car parking lot (quiet though) and in the distance was Disneyland so we actually had a glimpse of the evening fireworks!
A few minor callouts:
a. bathroom sink was a little slow to drain
b. breakfast was disappointing compared to similar properties in the area
c. missing any complimentary water in the room
Finally a big thank you to Ivan who prepared a special gift basket for my son's 6th birthday!
Best part was the price was about 20% lower than comparable hotels in the vicinity so highly recommended.",Ask for the rental car lot side facing disneyland,,4.0,4.0,4.0,,,kristihampton,res supervisor,2019-12-01,"Thank you for your positive feedback dereklV9630RP! We appreciate the kind words and the great shout out to our front desk team member. We are always striving to improve our hotel's amenities, and we hope you give us another chance on your next Anaheim trip. We'd love to have you back!

Kristi P.
Reservations Supervisor",1
TravelingVel,1,"San Diego, California",2019-11-30,NONE,2019-11-27,5,OUTSTANDING STAFF!,"Great first impression! Janelle and Taylor at the front desk were vary welcoming. Janelle got us a very nice room on a high floor. She was also very knowledgeable about the local area. If you use a ride share app the drop off location is only 3 minutes way. Tons of restaurants near by at the Anaheim GardenWalk. 

Our room was comfortable and clean. Maria O. did a great job! 

Overall our hotel stay was excellent!",,,5.0,,5.0,5.0,,kristihampton,res supervisor,2019-12-01,"Thank you for your very kind words TravelingVel! We're so happy to hear our wonderful staff members welcomed you to our hotel and made your stay comfortable. Please come back and visit us again on your next Anaheim trip!

Kristi P.
Reservations Supervisor",2
TravellerLDH,5,,2019-11-30,FAMILY,2019-11-24,5,Great value hotel close to Disney,"Great hotel a 20 minute walk to Disney or a 10 minute Uber ride. The rooms were extremely clean, spacious and had a coffee maker and microwave. The complimentary breakfast was one of the best we had ever had, with plenty of hot and cold options. The staff were extremely helpful and there was plenty of information available to assist with our plans. Our only regret was that we only stayed for two nights following a nine night cruise. We would definitely stay at this hotel agin, only next time for longer.",,5.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-11-25,"Thank you for your great feedback on our hotel TravellerLDH! We're so happy you enjoyed your stay with us. Your kind words mean so much, and we would love to have you all back again in the future for more fun in Anaheim!

Kristi P.
Reservations Supervisor",20
Journomad,1,"Miami, Florida",2019-11-30,FAMILY,2019-11-22,5,Perfect Anaheim and Disney Hotel,"Bright, clean and modern location. Spacious rooms with options of a suite with a king bed, two bunk beds and a sofa bed, separated by a sliding partition for some privacy.
Excellent service! 
A ten to twelve minute walk to Disney, or a $6.95 Uber charge.
$20 hotel parking with in and out access. Secured elevator and lobby access for safety and comfort. 
Tons of fast food and restaurants in the area, and several Uber eats and DoorDash delivery options.
This is the best value and one of the nicest hotels in the area for the economy sector. ",If you have kids book a suite with bunk beds. Room 553 had a view of Disney adventure from a distance. Looked nice at night.,5.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-11-25,"Thank you for giving us a shoutout Journomad! We appreciate you sharing your experience at our hotel with other travelers, and are thrilled to hear you enjoyed your time here. Please come back and visit us again soon on your next Anaheim trip.

Kristi P.
Reservations Supervisor",1
Recipe1,1,,2019-11-30,FAMILY,2019-11-17,5,Awesome Service!!,"Excellent guest Service!!! We were staying in this hotel to celebrate my daughter’s Bday, i requested front Desk to leave a birthday surprise note for my daughter when we arrive, they didn’t just leave a note but a basket fill with little surprises for her!! Amazing service, entire staff is very courteous. A+++",,,,,,,,kristihampton,res supervisor,2019-11-19,"Thank you very much for your positive feedback on our hotel Recipe1! We're so happy that our staff was welcoming to you during such a special celebration. Make sure to visit us again next year for more fun!

Kristi P.
Reservations Supervisor",1
rubyha,58,,2019-11-30,FAMILY,2019-11-17,5,Great for families,"This hotel has wonderful staff.  The rooms were new clean and modern.  The warm cookies, to go bags and the water were all great little touches that made our stay so good.  The pool was a bit cold but nice and clean as was the hot tub.  The location is a bit far from Disney but the shuttle is good when it's on time. ",,5.0,5.0,5.0,4.0,5.0,5.0,kristihampton,res supervisor,2019-11-19,"Thank you for staying at our hotel rubyha! We greatly appreciate your very kind words about our new hotel. Please come back and visit us again, we'll save you some fresh cookies!

Kristi P.
Reservations Supervisor",29
Geo_n_Can,1,"Gilbert, Arizona",2019-11-30,FAMILY,2019-11-16,4,"Great Value, Great Place","The caveat, if you have any trouble walking roughly a mile to & from Disney, look for transportation costs before booking the room. Otherwise, FABULOUS. Great people, great breakfasts, for the location was perfect. We walked to Disneyland or Downtown Disney and back four of the six days we were there and had zero problems. (The other two days were at Huntington Beach & Salt Creek Beach at Dana Point.)",,5.0,5.0,5.0,5.0,4.0,5.0,kristihampton,res supervisor,2019-11-19,"Thanks for staying with us Geo_n_Can! We greatly appreciate your feedback and are so happy you enjoyed your time with us. If you'd like to save some time and energy, we sell ART Shuttle tickets at the front desk, and that shuttle takes you directly to Disneyland. Maybe give that a try on your next stay in Anaheim! We'd love to have you back.

Kristi P.
Reservations Supervisor",1
Alora,1,,2019-11-30,NONE,2019-11-15,5,Great Stay and Hardworking Staff,"We just got back from staying here for three nights and I can't tell you enough how friendly and hardworking the staff was. The front staff was always working even when no one was checking in/out by picking up and getting fresh water. Our room was always nice and clean. When we checked in my daughter happened to mention that we were there for her birthday which was in October but she picked to go to Disneyland for her Birthday. I never said anything. That first night we went out to visit some family and when we returned there was a basket with balloons full of treats and a card wishing her a Happy Birthday. The morning breakfast was great and the breakfast staff was so friendly and always picking up and restocking items. When we were in the pool/spa area, there was always someone wiping down the furniture and picking up towels. The walk to Disneyland was about 10-15 minutes. You could also get an Uber. I highly recommend this Hampton Inn. We will for sure stay again.",,5.0,5.0,,5.0,,,kristihampton,res supervisor,2019-11-16,"Thank you for giving our hotel a shout out alorajbl! We take great pride in all our wonderful staff members, and are so happy to hear that they went above and beyond to make your celebration a little more special. We hope you choose to celebrate with us again next year, and hope to see you soon!

Kristi P.
Reservations Supervisor",1
Amanda,5,,2019-10-31,FAMILY,2019-11-13,5,Our home away from home (and Thank you Ivan!!),"We have stayed at this hotel at least once a month since they opened. I have twin autistic 6 yr olds, so traveling (and being away from routine at home) is a challenge, but not here at the Hampton. From the front desk, to housekeeping, to the breakfast crew, to back of house, everyone is so wonderful! They go above and beyond with everything! In fact, this past trip the Hampton team remembered that my daughters are obsessed with Jessie The cowgirl, (from Toy Story) so Ivan, brought the magic and made the girls a welcome basket! Tears of joy and so many smiles for days!!! Ivan, you are magic! Thank you, thank you!!!
Very, very clean hotel, beds (perfect after a long day) spacious rooms, safe in the room, large variety breakfast and so much more! 
We can’t wait to y’all soon (this weekend!!!) 
The Hampton Fam is part of the Holiday Fam!",,,,,,,,kristihampton,res supervisor,2019-11-16,"Thank you so much Holiday family! We love having you stay with us month after month, and we're so happy that we can accommodate your lovely family on your frequent Disneyland trips. Thank you for being so loyal to us, and we look forward to all your next stays!

Kristi P.
Reservations Supervisor",3
Cat,5,,2019-11-30,COUPLES,2019-11-12,5,Great hotel to stay,"Property is right by the Disneyland resort and a walk across the street from the Anaheim Gardenwalk. Location was perfect, price value was affordable for families and couples alike. Lobby was very spacious and clean. Room was also very spacious and modern. Check in & check out was super easy, you can also check in by the Hilton Honors app as well. Only thing is PARKING. It was a bit small, so spaces were limited.",,5.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-11-16,"Thank you for your great review on our hotel Kitterss. Making you happy makes us happy, and we're so glad that you chose to stay with us and enjoyed your time here. Please keep us in mind on your next Anaheim trip!

Kristi P.
Reservations Supervisor",12
garargkc,1,"Pasadena, California",2019-10-31,BUSINESS,2019-11-12,2,Too Expensive for Location/ Quality,"This hotel is much furthest hotel in the area from Disneyland and the Anaheim Convention Center. If those are your destinations, you are over paying for your location. Also, extra fees and taxes add up very fast here, and I spent an additional $400 just due to PARKING FEES AND TAXES ON THE PARKING. I spent over $10,000 to stay here, and I still had to pay for parking. ",,2.0,4.0,2.0,1.0,4.0,5.0,kristihampton,res supervisor,2019-11-16,"Thank you for your feedback on your recent stay garargkc. We would like a little bit more information about the charges your received at our hotel so that we can look into it. Please reach out to us at your earliest convenience, as we would love to make it right.

Thank you,
Kristi P.
Reservations Supervisor
657-296-6805",1
pelusita,164,"El Paso, Texas",2019-11-30,FAMILY,2019-11-11,5,Awesome hotel,"This hotel is a walking distance from disney.
At one block you will find restaurants and a shopping mall. 
At 2 blocks more restaurants,  pharmacies,  and local stores.
Hotel is super clean and modern.
Front desk people are super nice, kind and helpful. 
For the breakfast area they always have everything, at soon as something finish the refill as soon as possible.
Lobby is very clean, comfortable, big space.
I super recommend this hotel",,,,,,,,kristihampton,res supervisor,2019-11-16,"Thank you for your wonderful review on our hotel pelusita! We're so happy to ear you enjoyed your time with us during your Anaheim trip. We take pride in our wonderful hotel, staff and amenities we offer. Hopefully you'll choose to stay again in the future!

Kristi P.
Reservations Supervisor",49
Orchid19,3,,2019-10-31,NONE,2019-11-10,5,Pleasant Hotel,"Really enjoyed this new and big Hampton Inn & Suites near Disneyland!  It’s very convenient to walk to restaurants and fun places around.  Staff is friendly and helpful.
Felt safe with elevator that requires key room pass.  Excellent coffee better than other Hampton Inns that I had stayed.  Breakfast foods can use some improvements.  Overall was a nice experience!",Higher floors have a better view,,4.0,5.0,5.0,,,kristihampton,res supervisor,2019-11-11,"Thank you for your great feedback Plant4AnhB! We're so happy to hear you enjoyed your stay with us during your trip to Anaheim. Our breakfast is constantly being changed/improved to better fit the needs of our guests, so we will take your comments into consideration for our future spread. We hope to see you back again soon!

Kristi P.
Reservations Supervisor",6
Trip552563,1,,2019-11-30,COUPLES,2019-11-08,5,Disneyland trip,"Great Hotel with friendly, helpful staff. We bought our Disneyland tickets and the ART shuttle tickets from the hotel. Shuttle pickup at the hotel.The hot tub was relazing.Good beds and good selection for breakfast.Newer hotel freshness!",,5.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-11-11,"Thanks for your kind words Trip552563! We appreciate you taking the time to write about your stay at our new hotel, and hope that everything exceeded your expectations. Please come back and visit us soon!

Kristi P.
Reservations Supervisor",1
burlathan,1,"San Diego, California",2019-11-30,COUPLES,2019-11-07,4,Good room at a good price,The hotel is very nice and very clean. The rooms are great aside from the mattress and sheet quality not being the best. The complementary breakfast is pretty good too. If you plan on going to Disneyland you have to Uber/Lyft there since there is no shuttle service to Disney. Parking at the hotel is an additional $20 bucks a day which kinda sucks.,,4.0,4.0,3.0,4.0,5.0,5.0,kristihampton,res supervisor,2019-11-11,"Thank you for your feedback burlathan! We appreciate you staying at our new hotel, and hope you enjoyed your time with us. Next time you're here, make sure you buy ART Shuttle tickets to Disneyland - we sell them at the front desk, and they take you to the main entrance in about 10 minutes. Hopefully this will make your trip easier!

Kristi P.
Reservations Supervisor",1
sherrylee1109,1,"Minot, North Dakota",2019-11-30,FAMILY,2019-11-06,5,"Nice friendly staff, clean hotel",We had an excellent experience with the Anaheim location. Short walk to the convention center and Disney both. Staff was very accommodating and friendly. Would definitely visit this property again in the future. ,,5.0,5.0,5.0,5.0,5.0,5.0,kristihampton,res supervisor,2019-11-11,"Thank you for your great review sherrylee1109! We appreciate you taking the time to share your experiences about our hotel with us and other travelers. It's great to hear that you enjoyed your time at our hotel, and we can't wait to have you back!

Kristi P.
Reservations Supervisor",1
TeddyC2000,1,"Winnipeg, Canada",2019-10-31,FRIENDS,2019-11-05,5,Highly Recommend,"Newer Hotel, Nice lobby, rooms and dining room. Excellent location - Walking distance to several restaurants (1-2 city blocks). 5 minute drive to Honda Center & Angels Ball Park. Disneyland parking lot is also close by - to help give you an idea on exact location. I would stay here again.",,5.0,5.0,5.0,5.0,4.0,5.0,kristihampton,res supervisor,2019-11-06,"We're so glad you enjoyed your stay with us TeddyC2000! Thank you for your very kind words on our wonderful hotel. Please come back and visit us again soon, we love seeing repeating guests!

Kristi P.
Reservations Supervisor",1
Michael,208,,2019-10-31,NONE,2019-11-05,5,Quiet and friendly,"The staff was exceeding nice and knowledgeable.  The room was great and quiet.  The location is close to the freeway but we heard no noise, and close to Disneyland - we took Lyft and got there in 5 minutes.",Take the side opposite Katella Ave (odd numbers I believe),,5.0,5.0,,,5.0,kristihampton,res supervisor,2019-11-06,"Thank you for your wonderful review on our hotel Michael M! We're thrilled to hear that you enjoyed your time with us. Thanks for also giving our staff such a great shout out! Please come back and visit us soon, we'd love to have you back!

Kristi P.
Reservations Supervisor",71
PeterG022,313,"Orpington, United Kingdom",2019-11-30,BUSINESS,2019-11-03,4,It was fine for a short stay,We stayed here for just one night as our convention hotel was fully booked. The rate was not great we think driven by a massive convention supply and demand. Staff attitude excellent. Rooms huge. Complimentary breakfast OK.,,,,,,,,kristihampton,res supervisor,2019-11-06,"Thank you for your review on our hotel PeterG022! We appreciate you taking the time to write about your experiences with us, and hope that on your next trip to Anaheim you'll visit us again. We would love to host you again!

Kristi P.
Reservations Supervisor",111
Chris P,15,"Mount Prospect, Illinois",2019-10-31,NONE,2019-10-31,3,Disneyland Vacation,"Stayed at this hotel that past week for 4 nights, 5 days. Overall the hotel was nice and had a good stay. We went to Disney every day during our stay. Walking from the hotel to the park took 20 - 25 minutes. The walk was not bad and is doable (if you are up for it). At night the further you get from the parks the eerier it got. Not so much I felt unsafe just that had to be cautious. There was some homeless, and interesting people out let's just say that. Uber/lyft cost about $6-7 depending what time you take one (could be less during times that arent busy such as after park opens and before park close). We preferred taking a lyft after the 2nd day vs walking. We were at the park ALL day so cutting off the extra 20-minute walk to the park was worth the price of the lyft. We consider taking the ART bus but having to wait for the bus to come and make a few stops before reaching Disney we rather just pay for the lyft when we want it with no stops by ourselves. The hotel itself was nicely updated as it is less than one-year-old. The people at the front desk were nice and helpful. They were able to store our bags on the last day so we could enjoy the park before heading to the airport. It was nice knowing that you had to use your keycard to access the elevator at night and the side entrances. We stayed in a king room with bunk beds and a couch. The room was spacious. We were on the 3rd floor on the ""side"" of the hotel. Couldn't hear much of any street noise but, could hear our noisy neighbor above us.  The bed was FIRM which we didn't really like but after walking for 10 hours it felt fine. Seemed a bit odd there was only one sink vs two considering the room could technically accommodate 6 people. The shower was average tub/shower combo. Bring your own shampoo/soap. The hand soap made our hands super dry. The brand of the soap was Neutrogrena which I was surprised how bad it was. The room had a mini-fridge and wifi. The complimentary breakfast in the morning was average at best. It was free so can't complain too much. We came down around 8 am each morning and there were sometimes when things were already out. We did not have time to check out the pool located on the 2nd floor but it looked nice. Overall the hotel served its purpose as a place to sleep. This was our first trip to Disneyland. I would recommend staying closer to the parks if you plan on only walking. It may be more expensive but if you want to stay directly across the street or at least a walk about 5 -10 min. would be more appropriate.",,3.0,3.0,,3.0,,,John-HiltonHelp,on behalf of management,2019-11-04,"Dear Chris P,

Thank you for staying with us. We appreciate your honesty as we look for reviews to provide insight and constructive feedback regarding our hotel’s service and amenities to better our guest experience. We addressed the opportunities for improvement you detailed and welcome any additional comments or suggestions you’d like to share. If you return to our area, we hope you will give us another chance to demonstrate our typically outstanding Hamptonality.",10
