username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
chris w,7,"San Diego, California",2021-08-31,COUPLES,2021-08-20,5,Perfect city getaway,"I love this hotel! Amazing design, great location, friendly and helpful staff. They really bring the spirit of the Beatnik generation to life, which is such a great part of SF history. Some of their amenities are paused but overall they still offer a perfect getaway to the city. Thank you Emblem team, excited for our next visit!",,,,,,,,McClinton Heil,General Manager,2021-08-22,Thank you chriswC5848PH for your review. We look forward to welcoming you back to Hotel Emblem in the future. ,15
Sandy P,1,,2021-08-31,NONE,2021-08-20,5,Amazing Hotel,Great experience at this hotel. Front desk was extremely helpful. We were impressed with the room and the bed was very comfortable. Wonderful location with lots of restaurants and shopping near by. We will be back!,,,5.0,,,5.0,5.0,McClinton Heil,General Manager,2021-08-20,Thank you Sandypeverill1 for your review. I am so glad to hear you enjoyed your stay. Please let me know when you choose to return to Hotel Emblem. ,0
Carly Y,1,,2021-08-31,BUSINESS,2021-08-19,4,Business travel in Covid,"The staff at this hotel was great.  This was my first business trip in 1.5 years. Obviously most amenities like the bar were closed and the city blocks around didnt feel the same as they did 2 years ago.  However, the staff did a great job helping ease the craziness of traveling in a pandemic.    Trader Joe's is close by to stock on some essentials, the hotel brough my own mini fridge into my room!  Nourish Cafe is great for those that like plant based foods, also walking distance.   Lilly was a great help during my stay and so accommodating, giving me a oil diffuser for my room and letting me borrow a yoga matt for Tuesday yoga @ Grace Cathedral.",,4.0,4.0,,,,4.0,McClinton Heil,General Manager,2021-08-20,Thank you CarlyY7 for staying with us. I can share with you that we were able to hire a team to open the bar. We are scheduled to open in a few weeks. I look forward to welcoming you back once we have this amenity available. I will also make sure to personally recognize Lilly for her great service. ,0
Holly C,6,"Holland, Michigan",2021-08-31,COUPLES,2021-08-16,4,Beautiful. Just a couple of things we didn’t love.,"Super unique hotel. The decor is modern and visually interesting. It was super clean and they did an excellent job remodeling the old building it is  in. Service was friendly and helpful! Only two things we didn’t love. Although the lobby and bar are gorgeous, we were unable to use them , as they were closed due to COVID. This was a bummer because that was a selling feature for us when we made reservations and it didn’t indicate anywhere ahead of time that it was closed. And, we weren’t sure why it was closed due to COVID when other hotels in the area had their lobbies and bars open. One other thing we didn’t love was that parking is at the Westin a couple of blocks away. Other than those two things, we really enjoyed our stay at Hotel Emblem.",,,,,,,,McClinton Heil,General Manager,2021-08-20,Thank you Holly C for staying with us. I can share with you that we were able to hire a team to open the bar. We are scheduled to open in a few weeks. We also signed an agreement with a valet company. We are just waiting on the parking permit from the city. I look forward to welcoming you back once we have these two amenities available. ,2
pmartin32,53,"Minneapolis, Minnesota",2021-08-31,FAMILY,2021-08-16,5,"Great stay, fun hotel!","My teenage daughter and I stayed at Hotel Emblem on a special mother daughter trip.  Loved the hotel with the fun vibe and literary theme, great front desk staff, and unique amenities, including a diffuser, tarot cards, and bath bombs.  I called ahead to request a diffuser and tarot cards as a surprise for my daughter, and they were in our room when we arrived.  My daughter was thrilled!  Additionally, we were upgraded from a king to a 2 double room with a peaceful courtyard view.  Thanks for a great stay Hotel Emblem!",Courtyard rooms are quieter and away from street noise,,,,,,,McClinton Heil,General Manager,2021-08-16,Thank you pmartin32 for your review!  We're so happy to hear that you enjoyed everything Hotel Emblem has to offer.  We look forward to hopefully seeing you again soon!,3
Seth J,2,,2021-08-31,FAMILY,2021-08-12,5,Hamilton Visit,"Man, this place is gorgeous. From the valet recommendation, through the check in process, the cleanliness of the room, and the very attentive service. 
Chocolates were left for my daughter, they delivered her a bucket of ice at midnight, and even set us up with a bag of toothbrushes and toothpaste. 
I heard they just got an amazing new general manager. That person is doing a lot of things  right. 
You won’t find a better place to stay. The location, comfort, and service are unmatched. We can’t wait to return.",,,,,,,,McClinton Heil,General Manager,2021-08-12,Thank you 329sethj for your response! We look forward to welcoming you back to Hotel Emblem.,1
cprelise,10,"Lima, Peru",2021-07-31,NONE,2021-08-10,4,Good stay (but be alert of hidden fee),"I all we had a very pleasant stay, small issue with the room service was sorted out quick and to our satisfaction. One thing there is not to like at all is at check at booking a service fee is suddenly added, I feel this is dishonest not to run a transparency in prices and in the time of Covid where the hotel understandebly not can offer any service .... WiFi & Coffe for 29usd a day quite steep",,3.0,3.0,5.0,5.0,4.0,4.0,McClinton Heil,General Manager,2021-08-12,Thank you cprelise for your feedback! We look forward to welcoming you back to Hotel Emblem.,12
6uw5fm2a07,1,"Snohomish, Washington",2021-08-31,NONE,2021-08-09,5,Gem in the heart of San Francisco,"Love that we chose this hotel.  Front desk staff was all excellent and made us feel very welcome. The hotel itself was clean and updated and modern.  We were impressed with the room and bathroom.  Bed was comfortable.  Walking distance to many excellent restaurants, shopping, and Chinatown.  Easy Lyft ride to the Pier.  Would definitely stay here again.",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-08-09,Thank you 6uw5fm2a07 for your response! Please let me know when you choose to return to the hotel so that I can personally oversee your stay. ,1
cmdaley,1,,2021-07-31,BUSINESS,2021-08-02,5,An Amazing GEM!!!,"I want to kinda keep it my secret - so I can make sure I can always get a room! This place is such a nice boutique classy hotel - the rooms are spotless and tastefully designed! Surprising large as well! The linens are great quality including the bath sheets! Love the location - next to all my favorite little haunts. Great WiFI. And to top it off the most attentive and pleasurable staff - amazing class and accommodating!
Will be back again & again.
",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-08-09,Thank you cmdaley for your response! I will make sure to share your positive feedback with my team. Please let me know when you choose to return to the hotel so that I can personally oversee your stay. ,1
Rachael L,2,,2021-08-31,FAMILY,2021-08-01,5,Like home,This place is amazing. The accommodations are literally like home. The room has a wonderful amount of space. The halls are fragrant in a good way and the staff is pleasantly ready to help. There are many ways to relax and art is everywhere including the carpet! Very clean<3,,,,,,,,McClinton Heil,General Manager,2021-08-09,Thank you Q5887LKrachaell for your response! I will make sure to share your positive feedback with my team. Please let me know when you choose to return to the hotel so that I can personally oversee your stay. ,1
Jonathanphom,1,"Cincinnati, Ohio",2021-07-31,NONE,2021-07-29,3,Hotel Emblem Review,"Made reservation through booking.com and had to switch dates, which was an easy process, good service there. Disappointed none of the amenities such as bar, coffee shop, jazz music, transportation, welcome drinks were available. Room flooded from bathroom sink upon arrival. Upstairs smelled a bit musky. Service was good though when dealing with the staff. ",,4.0,5.0,3.0,4.0,3.0,4.0,McClinton Heil,General Manager,2021-08-09,Thank you Jonathanphom for your review.  While we wish we could have provided a better overall experience we appreciate your comments and will use them as a tool to get better for future Guests.,0
Kelly A,6,,2021-07-31,NONE,2021-07-26,5,Unique and Clean!,"Our family of 4 including 2 teens stayed 3 nights at Hotel Emblem following our time in Yosemite and the Pacific Coast. This hotel had an artsy, unique feel, was clean with comfortable beds and there was a pleasantly soothing aroma in the lobby and halls! We walked all over the city from this hotel.",,5.0,5.0,5.0,5.0,5.0,5.0,Milton Concepcion,General Manager,2021-07-28,Thank you CanAmMama for your review! We are glad that you had a restful night of sleep! We do love our signature lobby scent. We look forward to your return stay at hotel Emblem .,0
smonkee,4,"Swartz Creek, Michigan",2021-07-31,COUPLES,2021-07-24,5,Great boutique hotel in SF,"We were greeted by Orion upon check in, and as it a small hotel with no bell staff, he was kind enough to help with luggage.  The whole staff was excellent and seemed very hospitable, offering suggestions on drinks, dining, etc.  

The property has a cool, hip vibe that we really enjoyed.  Definitely not cookie cutter!  We got a nice large room with a comfortable bed (the pillows were even fantastic).  The hotel is situated in  Union Square district with many upscale shops and restaurants.  There is also a walgreens drug store close by to purchase any forgotten items/snacks/etc.  

I always enjoy staying in a “boutique” hotel over the major chains, mainly because  they are more personal and accommodating.  Hotel Emblem did not disappoint.",,,,,,,,Milton Concepcion,General Manager,2021-07-28,Thank you Pioneer15328092205 for your review! Orion is a true gem at the property. We are centrally located to Union Square in the heart of San Francisco. We look forward to your return visit. ,1
James M,1,,2021-07-31,NONE,2021-07-23,5,MILTON IS THE EMBLEM OF YOUR HOTEL,"As I stated in my earlier comments, i have never a finer experience anywhere in the world. Your staff, led by Milton, anticipated all of our needs and went out of their way to make my son's 21st birthday special and memorable. Milton provided iced champagne before we even opened our door and then literally shipped our memories home. I cannot express in words what that meant to me. You would have to look into my heart to feel it, and apparently you guys are very good at that. ",,5.0,5.0,5.0,5.0,5.0,5.0,Milton Concepcion,General Manager,2021-07-28,Thank you James M for your review. We are truly happy that you choose to share your sons 21st birthday with us. Those are memories that will last a life time! We look forward to your return stay.,0
Mary C,11,,2021-07-31,COUPLES,2021-07-18,3,Beautiful BUT…Could Have Been Better,It is a beautiful hotel. Unfortunately we did not have an opportunity to enjoy their bar area or coffee shop since they were still shutdown for COVID. They did offer drinks to be delivered to your room for a fee and of course a certain percentage for gratuity. The other reason we did not get to enjoy their lobby area was due to the extremely strong cologne smell in the lobby. It was so overwhelming that I would immediately have to walk outside or I would get sick to my stomach. The gentleman at the front desk was very nice to help us with our luggage and we appreciated that. I did tell him that we were on this trip celebrating our 25th anniversary hoping to get a nice view or a complimentary drink. The result was a view of two depilated buildings and no complimentary drink. The room was beautiful and the bed was very comfortable. There is no drawers so you either hang everything up or live out of your suitcase. We did ask for recommendations for dinner and he really did not help us much. So we ventured out on our own and all restaurants within a 3 block radius were closed or you could only do takeout by ordering over the phone.  Our taxi cab driver from the airport gave us more information and recommendations and warned us to not go past 4 blocks in a certain direction from our hotel or we would end up in the Tenderloin district. We finally found a very small bar and had drinks there.  I really wish we could have enjoyed the hotel.,When you walk out of the hotel if you turn to the right - if you walk past 3 blocks you will start seeing some people from the Tenderloin.,,,,,,,Milton Concepcion,General Manager,2021-07-23,"Thank you Mary C for your review! We are anticipating to open the bar this summer, and look forward to your return visit.  ",0
kdvoll,1,,2021-07-31,NONE,2021-07-13,4,Everything we hoped for!,Loved the book themed hotel and room for our little reader! Staff even delivered a typewriter for her. Excellent location near everything! Close to Union Square and China Town. Great valet parking nearby as well. Definitely would recommend to others!,,5.0,4.0,4.0,5.0,4.0,5.0,Milton Concepcion,General Manager,2021-07-14,Thank you kdvoll for the review! We thrilled that you were able to enjoy the typewriter during your stay. We are centrally located to Union square. We look forward to hosting you again in the near future.,1
Jessica L,18,"Washington DC, District of Columbia",2021-07-31,NONE,2021-07-12,5,Charming Hotel & Fabulous Service,"Above and beyond service from the staff at the Emblem Hotel! We appreciated calling down to the front desk for ""Unorthodox Amenities"" including an essential oil diffuser, a record player, and pre-mixed bottled cocktails. The location is very convenient to move about SF. We slept very well in our highly comfortable and clean room.",,,5.0,5.0,,,5.0,Milton Concepcion,General Manager,2021-07-14,Thank you Jessica L for your review! Our team does provide exceptional service. We are delighted that you were able to enjoy the bottled cocktails. We look forward to your return stay!,14
Anne Marie,21,"Buena Park, California",2021-06-30,NONE,2021-07-12,5,Above and Beyond!,"My boyfriend and I came a few days before Covid rules were lifted so we didn't get to enjoy the beautiful downstairs bar and restaurant. What makes a hotel great though is the service and friendliness of the staff. In this way Hotel Emblem went above and beyond! They were very accommodating in so many ways from promptly bringing up a refrigerator for us, servicing our room at the last minute (because I forgot to call ahead of time) and other requests as well(towels, coffee pods etc). Among the other things you could request were an oil diffuser, a record player and a typewriter. If you wanted to type a postcard at the little desk in your room they'll mail it for you. This really added to the unique theme of the hotel.

  I loved the quotes from the different Beat writers everywhere, even on the carpet and ceiling! They did a great job displaying artwork, books and writings to give you that Beat feel. The bedding and linens were very nice and comfy. The bathroom was very nice as well with great lighting. I also loved the vintage elevator.  It's true that there's not much room for your clothes in the room, so I used the ironing board to lay out mine on. With it in front of the window overlooking  the city I felt very Beat poet! The location was great too as it was close to many locations we wanted to see. 

 I was there with my boyfriend for my birthday and they sent up a complimentary bottle of wine, which we appreciated and thought was very nice. Little did I know that my boyfriend had also planned to propose to me on this trip! He did so at Epic Steak on the outside patio overlooking the Bay Bridge which was all lit up. It was very romantic(and I said YES!). When the front desk heard about it when we got back, they sent up ANOTHER complimentary bottle of sparkling wine to celebrate! That really put them over the top in my book! Thank you so much to the staff in making our time there so special and enjoyable! We had a fabulous time and would definitely stay there again!",,5.0,5.0,,,,5.0,Milton Concepcion,General Manager,2021-07-14,Thank you annemarieoleary for your review! Congratulations on the engagement and we are happy that you shared that special moment with us. We look forward to your return stay at Hotel Emblem.,11
Emilee T,11,,2021-07-31,FAMILY,2021-07-11,5,Family Vacation to SF!,"This vintage hotel has been upgraded to have SO much personality and added comfort, but kept its charm! The uniqueness of each room paired with the amenities (including a Nespresso machine, plush towels and options for record player/typewriter/coloring books) made for a fun stay! Definite beatnik vibes. We felt very swanky. Definitely recommend…just be prepared for a strong cologne smell as you enter, it’s the fragrance they’ve chosen for the lobby. But you definitely want to spend some time there to take in the beautiful book wall and photo opp! 🤩 

ALSO, they take COVID very seriously (staff wore masks and certain amenities like the lounge are closed right now.) Speaking of the staff, they were all friendly and went above and beyond throughout our stay. 

Finally, parking couldn’t be easier. They worked it out with another hotel. Definitely put our mind at ease!",,,,,,,,Milton Concepcion,General Manager,2021-07-14,Thank you Emilee T for your review! We are glad that you were able to enjoy our unorthodox amenities. We want to make this our guests home away from home. Safety is our top priority and we look forward to your future visit!,0
mmjkrobinson,4,"Helena, Montana",2021-06-30,NONE,2021-07-04,4,Great location and fabulous service,"Overall our stay was great.  I wish our room had a dresser because 5-nights of living out of a suitcase is not fun for anyone. You can't ask for a better location and a caring and engaging staff.  Only one other thing, probably because it's an older building but the pipes can make some pretty loud cracking sounds at varying times of the day and night.",,5.0,5.0,3.0,5.0,4.0,5.0,Milton Concepcion,General Manager,2021-07-09,Thank you mmjkrobinson for your review! We are in the heart of San Francisco. Our teams priority is to ensure that you have a fantastic stay with us. We look forward to your return visit at Hotel Emblem!,0
Bob H,1,"Kansas City, Missouri",2021-06-30,NONE,2021-06-29,5,San Francisco Trip,"The Emblem Hotel was wonderful!  Exceeded our expectations all around!  The staff friendliness is what impress us the most.  Great location as well, with access to many of the neighborhoods we had planned to see.",,5.0,5.0,5.0,5.0,5.0,5.0,Milton Concepcion,General Manager,2021-07-02,Thank you bobhE3516VS for your review! We are centrally located to all that San Francisco has to offer. The team is ecstatic that we exceeded all of your expectations. We look forward to your future stay at Hotel Emblem.,0
Danyel,1,,2021-06-30,NONE,2021-06-29,5,Amazing service and beautiful hotel,"This hotel was the top of my list when I was looking for a modern hotel in San Francisco to stay for 4 days. Hotel Emblem was the best. It is conveniently located, near great shopping, food and the Bart. The service rivals that of luxury resorts. The staff genuinely care about your stay and comfort while in town. The room was spacious, modern and comfortable. The bathroom was perfect, nicely sized and great full sized products included. I encourage you to go for yourself.",,5.0,5.0,5.0,5.0,5.0,5.0,Milton Concepcion,General Manager,2021-07-02,Thank you Dsemp for your review! We are glad that you had a great stay with us. We pride ourselves in providing the best service.  We want to make Hotel Emblem feel like your home away from home. We look forward to your return visit!,0
Desiree H,55,"Atlanta, Georgia",2021-06-30,BUSINESS,2021-06-27,5,"Hip, Calming & Convenient","I booked this hotel very last minute on a business trip. It’s conveniently located in the heart of San Fran by Union Square & a short walk from Fisherman’s Wharf. The hotel has a trendy, artist vibe & the room was a perfect blend of design and comfort. They have fun room service amenities including meditation bowl, stretching mat, typewriter, tarot cards & more. I ordered an oil diffuser with lavender that soothed me to sleep.

The staff was courteous & friendly. I took advantage of their parking option that’s just a couple blocks away. 

I highly recommend this hotel for a hub while you explore San Fran or to stay for a mindful, reflective retreat.",,,,,,,,Milton Concepcion,General Manager,2021-07-02,Thank you Desiree H for your review! We are delighted that you had a fantastic stay with us. It is great that you utilized our unorthodox amenities. We want to provide the best experience for our guests during their stay at Hotel Emblem!,7
Lauren S,9,,2021-06-30,BUSINESS,2021-06-27,3,"Decent stay, could use some upgrades",Hotel Emblem is in a good location for a downtown business trip. The building is old and the rooms could use updates. The carpet and furniture aren't appealing. The bed was comfortable and I had no complaints about service from staff. It was a bummer that the restaurant and coffee shop are still closed despite the entire state of California opening without restriction.,,3.0,4.0,5.0,4.0,3.0,4.0,Milton Concepcion,General Manager,2021-07-02,Thank you X7352FTlaurens for your review! The team makes great efforts to provide the best service! We are well located to union square and the financial district. We are planning on opening the F&B outlets this summer and look forward to your return visit to Hotel Emblem.   ,1
Miguel Angel H,33,"Austin, Texas",2021-06-30,COUPLES,2021-06-24,5,Great stay at SF!,"Great stay at San Francisco
- Great location (2 blocs away Union Square, and Cable car)
- Great Room/Hotel amenities
- Incredible hotel/room design
- Good price/value ratio
- Hotel staffers were great during our stay (check-in and check-out)",,,,,,,,Milton Concepcion,General Manager,2021-06-30,Thank you 103miguelangelh for your review! We are delighted that you had a fantastic stay with us. We appreciate your review and look forward to your return visit at Hotel Emblem!,23
MadreBella,71,,2021-06-30,FAMILY,2021-06-14,5,5 stars for Orion and The Emblem!,"Let’s start with Orion at the front desk. This man is a TREASURE. He helped us get our giant bags out of our monster of a rental car in the middle of Sutter Street- treated us like we were important - gave great recommendations- and was just an overall delight. The room was large and inviting with fun amenities, and though the restaurant and coffee shop have not reopened due to covid- they were so helpful and gracious it didn’t matter. This was the ultimate big city cool boutique hotel experience, and we would stay here again in a heartbeat. We had breakfast at the concierge recommendation at Lapisara- a very short walk and WOW (see photos) and ended up at Mona Lisa’s for a great dinner in North Beach (a little further walk but fantastic)🌸 I will stay here again for sure next time!","Definitely make use of the concierge for advice- they are great. Ask for ice, it’s huge and square and fun! Great great location!",,,,,,,Brad Busby,General Manager,2021-06-24,"Thank you MadreBella for your awesome review, and we agree Orion is a TREASURE!  We're also glad to hear that your were able to enjoy some of the great dining options close to us.  We look forward to seeing back at Hotel Emblem again soon!",65
ArianaB,1,,2021-06-30,BUSINESS,2021-06-12,5,Beautiful Boutique Hotel with the Best Staff,"I stayed at Hotel Emblem for 2 nights for a work trip. This hotel is so unique, clean, modern, and comfortable. The staff is so wonderful and kind, we were able to get an early check in (10:45 am!), a room upgrade, and late check out (2 pm) all for free! They really make the experience memorable with their lovely and accommodating service. The room was spacious for San Francisco standards and included everything we could need, even a black wash cloth specifically for removing make up!  I will be back to Hotel Emblem for my next SF stay. Thank you to the Emblem team!!",,,,,,,,Brad Busby,General Manager,2021-06-24,Thank you arianaboyt for your review!  We're so happy to hear that you enjoyed everything Hotel Emblem has to offer.  We look forward to hopefully seeing you again soon!,1
jhull2020,2,,2021-05-31,NONE,2021-06-01,5,5 STARS FOR MANY REASONS,"This boutique hotel is located right in Union Square next to restaurants and shopping. You can walk to most anything. It is very cool, the decor is modern and theme is fun. The rooms are great with a very nice bed to great technology. Shower was amazing, big and shower pressure perfect! Great art, fun style, great bathroom products...I loved it!",,5.0,5.0,5.0,5.0,5.0,5.0,Brad Busby,General Manager,2021-06-03,Thank you jhull2020 for that awesome review.  We're so glad you enjoyed all Hotel Emblem has to offer and we can't wait to have you as your Guest again in the future.,5
Kevin C,3,"Folsom, California",2021-05-31,NONE,2021-06-01,4,"Nice room.  Unfortunately no bar service, no coffee/breakfast service.  Parking secret, too.","I think the hotel has minimal staffing right now, hence the bar and coffee/breakfast area being closed.  Also, even though check-in is 3pm, we arrived at 5pm and had to wait an hour for our room to become ready -- in the meantime, we were offered two free drinks, which was nice.  Parking secret (as I heard the receptionist tell someone who asked):  valet parking is provided by the Sir Francis Drake hotel for $30.  (I wish I had known that - as I parked in the garage at Sutter/Stockton and it ended up being $42 for 24hrs.)  ",,5.0,4.0,5.0,5.0,4.0,5.0,Brad Busby,General Manager,2021-06-03,"Thank you Kevin C for your review, we're glad to hear you enjoyed your stay with us.  Our parking arrangement is definitely not a secret.  Since our Valet has shut down for COVID and not re-opened yet, we have partnered with the Westin St Francis to allow our Guests to park their at a discounted rate of $30 per night.  Hope that helps and we hope to see you back again at Hotel Emblem soon!",6
efvega,8,"Chandler, Arizona",2021-05-31,NONE,2021-06-01,5,Excellent Stay at Hotel Emblem,"The hotel was in walking distance to Union Square with some nice restaurants nearby too. The Hotel was clean and the rooms were spacious considering rooms are normally very small in San Francisco.  The restaurants were closed in the hotel because of Covid but they offered room service from a nearby restaurant that they partnered with.  We didn't use room service so I can't tell you if the food was good or not.  Ryan who checked us in was great and even helped us find a good Chinese restaurant nearby that was open since we arrived late. We booked 2 rooms and he was able to get them right next to each other too.  I would stay here again since it was centrally located to Union Square, Chinatown and North Beach.  And we felt safe walking around the area too! ",,5.0,5.0,5.0,5.0,5.0,5.0,Brad Busby,General Manager,2021-06-03,Thank you efvega for your great review.  We're so glad that you enjoyed Hotel Emblem and all the area has to offer.  We hope to see you back again soon!,6
Sg2011523,100,"Greeley, Colorado",2021-05-31,FAMILY,2021-05-28,5,Excellent Stay,"I stayed here for two nights with my daughter just to relax a bit. We both loved the vibe and eclectic feel of the hotel. From the very start we were well taken care of by Fungai who went out of his way to be of assistance to us. He provided us with extraordinary customer service! Helped us with luggage, and many other things. He should get a raise/promotion!

The room is spacious and well-appointed with really neat amenities like diffusers and bath bombs. The location is close to Union Square and Chinatown, if you’re up for a bit of a walk. I’d definitely stay again. Thanks Hotel Emblem!",,,,,,,,Brad Busby,General Manager,2021-06-03,"Thank you Sg2011523 for your great review.  We're so glad to hear you and your daughter enjoyed all Hotel Emblem has to offer, including the incredible service by Fungai!  We look forward to seeing you again soon.",65
Stephanie N,3,"San Mateo, California",2021-05-31,BUSINESS,2021-05-26,4,May 2021 Company Retreat @ Hotel Embelm,"My company had a retreat this past weekend and stayed at Hotel Emblem SF. Organizing and planning a retreat took a lot of coordination and communication. Kylie made it easy and seamless before our team arrival; provide us with recommendations on what to do for team building activities and places to eat. Brad greeted me in person with other Hotel Emblem staff when I checked in at the front desk. 

Fungai provided exceptional service by preparing the boardroom with water, note pads, and pencils.  During the meeting he tried to troubleshoot the best he can when the draft conference room TV didn't connect to my Macbook Air (due to apple device compatible issues) or staff PC for a PowerPoint presentation - the picture on the display screen would go in and out. The team at Hotel Emblem SF (Gitanjali, David) was all super friendly and helpful, very accommodating to our request for early check-in and late check-out addressed any issues we had immediately the best they can and was transparent about the problem. Due to covid restrictions, the bar and restaurant at the hotel were closed but the location was a short walking distance to Union Square.

Despite unforeseen circumstances with Westin Hotel Valet offsite parking with the company rental car, the team was able to bond over Karaoke and Biking across the Golden Gate Bridge. Hotel Emblem was very kind to comp our meeting room to make up for the issues we were experiencing.","Parking is offsite at Westin, Check your car interior and exterior prior to valeting and get car rental insurance for peace of mind.",,5.0,5.0,,4.0,,Brad Busby,General Manager,2021-06-03,"Thank you angelstar_lexia for your review.  While you certainly experienced some challenges during your stay, we're glad to hear that the staff did everything in our power to make it right for you.  We hope you come stay with us again at Hotel Emblem soon!",0
kileyh512,1,,2021-05-31,NONE,2021-05-21,5,"Great hotel with fun, unique amenities","The room was a bit smaller than I realized from online pictures, but it was clean, beautifully decorated, and comfortable. I did hear a lot of building/hallway noises but it’s an older building so it didn’t bother me much. I enjoyed the typewriter amenity greatly and had bath bombs sent to the room for some great baths. The provided Nespresso machine was greatly appreciated as well. Front desk staff was friendly and helpful with any questions. I got a deal on my visit that included a welcome bottle of champagne, which elevated the experience a lot. I would definitely stay here again!",,5.0,5.0,4.0,5.0,4.0,5.0,Brad Busby,General Manager,2021-06-03,"Thank you kileyh512 for your review.  We're so glad that you enjoyed all Hotel Emblem has to offer, including our unorthodox amenities.  We look forward to seeing you again soon!",0
ellenfuller,1,,2021-05-31,NONE,2021-05-20,5,Wonderful hotel,"2night getaway to see the Van Gogh Immersion exhibit.  Although many restaurants were closed due to Covid, your front desk host gave us many choices with a variety of prices and cuisines. We loved that the literary theme was carried out in hidden places (under the towels, in the carpets, on the ceiling) and of course the lobby, with the stacked books, is fabulous. We will have to return when the bar is open. ",,5.0,5.0,5.0,5.0,5.0,5.0,Brad Busby,General Manager,2021-06-03,"Thank you ellenfuller for your great review.  We're so glad you could stay with us for your Van Gogh getaway, and can't wait to see you again at Hotel Emblem soon!",0
Filipendulous,425,"Louisville, Kentucky",2021-05-31,NONE,2021-05-20,3,Unique Boutique Hotel But Could Use Some Attention,"First, I want to say do not let my review deter you from staying here. However, as a road warrior, I am a hotel snob and I cannot fairly give a hotel four or five stars without everything being right. 

First the positives. I love the historic, boutique vibe with the unique book wall, amenities like record players, typewriters, and infusion oil machines for the rooms. The service, after a rough first impression, was personalized, warm, comfortable, and accommodating.  The price was more than fair for the area and the location is excellent. 

What could use improvement is listed here, to help you with your decision and/or stay:
1. Parking. The parking is a few blocks away at the Westin Garage. Upon checkin, we were handed a google map with the incorrect address. After a second drive around the blocks (you know how long that can take in SF), I guessed it might be the Westin and pulled in. I was denied. I pulled out and called the hotel to be told, ""yes, it is the Westin...we guessed on the address for the google map."" Okay, brilliant - just tell guests you have a deal with the Westin - why would you ever guess an address? The walk is uphill from the garage to the hotel - plan 7-8 minutes for a fair walker. 
2. My room was not pristine clean. Surface cleaning was great - deep cleaning was poor. The carpet, the corners, around furniture, around electrical cords is all starting to get that dusty buildup. I actually moved a piece of furniture to cover ugly electric cords and the dust bunnies covering them so I did not have to look at it.
3. The elevator is SLOW and small. Wait time is sometimes very long, and with Covid and not getting in the small elevator with other parties, unbearable. I understand - historic building, likely the original elevator. Just plan for it or take a lower level room and take the stairs. 
4. Amenities - if you offer, make sure you have enough. We ordered the diffusers and only one was available.   

I want to recognize the guy that works the night shift on the front desk. He is excellent.",,,4.0,,5.0,3.0,,Brad Busby,General Manager,2021-06-03,Thank you Filipendulous for your review.  While we wish we could have provided a better overall experience we appreciate your comments and will use them as a tool to get better for future Guests.,214
lilyC7515KZ,1,"Los Angeles, California",2021-05-31,NONE,2021-05-18,5,A lovely stay for our family of four,"We had a wonderful stay at Hotel Emblem with our 4+8 year old - the hotel has several special touches in place due to covid restrictions. The kids enjoyed a coloring book and bath bomb, mom and dad enjoyed a delicious pre-mixed cocktail. The location was great for us and the staff was very kind. ",,5.0,5.0,5.0,5.0,5.0,5.0,Brad Busby,General Manager,2021-06-03,"Thank you lilyC7515KZ for your review.  We're thrilled to hear the entire family enjoyed Hotel Emblem, especially our unorthodox amenities!  We hope you'll come see us again next time you are in San Francisco!",0
CAPCGeek,1,,2021-04-30,NONE,2021-05-07,5,Outstanding Chic Boutique!,"I cannot say enough good things about the Hotel Emblem!  Great location and the staff were so nice (Orien was great!).  I love the music and book decorations and quotes all throughout the hotel.  Rooms are small but well-equipped with quality and thoughtful amenities like: a Nespresso, free bottled water, plush large towels, huge TV, tall shower heads (for my tall husband - thank you) and super comfortable beds. The hotel even provided a COVID pack: Emblem mask, sanitizer and touchless tool.  Check in and check out was quick, easy and COVID compliant.  Stay here!  You will not be disappointed!  This is the gem in the heart of San Francisco!",,5.0,5.0,5.0,5.0,5.0,5.0,Brad Busby,General Manager,2021-06-03,"Thank you CAPCGeek for that awesome review.  We're so glad that you enjoyed all Hotel Emblem has to offer, and we look forward to seeing you again soon!",0
TimandNikita,1,"San Francisco, California",2021-05-31,NONE,2021-05-06,5,A hotel in Poetry,"If you love the writing and poetry of the Beat Generation, you will love staying here. From Jack Kerouac and Allen Ginsberg quotes on the walls to art and books created and inspired by the Poets who haunted and shaped San Francisco and it’s culture this hotel is beautiful, old SF with modern touches in a great neighborhood. Enjoy.",,5.0,5.0,4.0,4.0,5.0,5.0,Brad Busby,General Manager,2021-05-07,"Thank you TimandNikita, we couldn't have said it better ourselves!  We're so glad to hear you enjoyed your Hotel Emblem experience and can't wait to welcome you back as our Guest again.",0
